Contemp Issues in Ed Psych,EDU,315,506,68,37,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Behavior Analysis in Classrms,EDU,315,541,1,15,3.933,"[86.7, 13.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Quantitative Ethnography,EDU,315,551,1,7,3.357,"[71.4, 14.3, None, None, None, None, 14.3, None, None, None, None, None, None, None, None]"
Supervision Practicum,EDU,315,632,1,14,3.857,"[78.6, 14.3, 7.1, None, None, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,633,1,14,3.607,"[64.3, 14.3, 7.1, 7.1, 7.1, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,699,4,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,699,6,16,3.932,"[93.8, None, 6.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,699,14,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,699,25,13,3.815,"[76.9, None, 15.4, None, None, None, None, None, None, None, None, None, None, None, 7.7]"
Proactively Addressing Needs,EDU,315,699,31,9,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Proactively Addressing Needs,EDU,315,699,77,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Seminar-Research in Ed Psyc II,EDU,315,710,1,12,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Seminar-Research in Ed Psyc II,EDU,315,711,2,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Seminar-Research in Ed Psyc II,EDU,315,711,5,15,4,"[93.3, None, None, None, None, None, None, None, None, None, None, None, 6.7, None, None]"
Seminar-Research in Ed Psyc II,EDU,315,711,6,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Seminar-Research in Ed Psyc II,EDU,315,711,9,14,3.964,"[92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro to Qualitative Research,EDU,315,719,1,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Adolescent Development,EDU,315,721,1,7,3.75,"[57.1, 14.3, 14.3, None, None, None, None, None, None, None, None, None, 14.3, None, None]"
Theory & Issues-Human Dev,EDU,315,725,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ethnic/Racial Social Dev,EDU,315,726,1,12,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Cog Assess-Children in Schools,EDU,315,740,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Design of Single-Case Research,EDU,315,743,1,10,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Design of Single-Case Research,EDU,315,761,1,35,3.957,"[94.3, 2.9, 2.9, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,761,2,24,3.938,"[87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
"Scaling, Factr&Cluster Anal",EDU,315,773,1,28,3.893,"[82.1, 14.3, 3.6, None, None, None, None, None, None, None, None, None, None, None, None]"
Qual Rsch Mthds-Educ: Field I,EDU,315,788,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro to Learning Sciences II,EDU,315,796,1,11,3.95,"[81.8, 9.1, None, None, None, None, None, 9.1, None, None, None, None, None, None, None]"
Constructionism,EDU,315,821,1,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,822,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,1,7,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,2,9,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,4,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,6,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,9,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro Quant Inquiry in Educ,EDU,315,840,10,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Psychophm Treat-Chld&Adolescnt,EDU,315,845,1,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Capstone Smr in Prevention Sci,EDU,315,881,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Advanced Seminar in Human Dev,EDU,315,925,3,6,4,"[83.3, None, None, None, None, None, None, None, None, None, None, None, 16.7, None, None]"
Sysms-Consltn in Schl Psych,EDU,315,942,1,7,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Internshp-School Psychology,EDU,315,943,1,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Adv Assess&Interven Techniques,EDU,315,946,1,11,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Evidence-based Chld Psychother,EDU,315,947,1,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Structural Equation Modeling,EDU,315,960,1,28,3.648,"[60.7, 14.3, 14.3, 3.6, 3.6, None, None, None, None, None, None, None, 3.6, None, None]"
Quasi-Experimental Designs,EDU,315,963,1,25,3.886,"[72.0, 12.0, 4.0, None, None, None, None, 12.0, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,964,1,23,3.95,"[78.3, 8.7, None, None, None, None, None, 8.7, None, None, None, None, 4.3, None, None]"
Hierarchical Linear Modeling,EDU,315,990,4,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,5,7,,"[None, None, None, None, None, None, None, 71.4, 28.6, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,6,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,12,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,13,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,14,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,25,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,28,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,31,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,41,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,43,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,44,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,45,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,47,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,64,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,66,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Hierarchical Linear Modeling,EDU,315,990,72,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,999,4,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,999,6,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,999,14,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,999,28,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
EDUCATIONAL PSYCHOLOGY,EDU,315,999,29,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
The Studio Presents,EDU,495,112,1,12,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Interdis Artist in Res Studio,EDU,495,310,1,13,3.962,"[92.3, 7.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Entrprnrshp Arts&Cultural Orgs,EDU,495,322,1,12,3.458,"[41.7, 25.0, 25.0, None, 8.3, None, None, None, None, None, None, None, None, None, None]"
Interdis Artist in Res Studio,EDU,495,610,1,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
INTEGRATED SCIENCE,EDU,503,150,1,15,3.633,"[86.7, None, None, 6.7, None, None, 6.7, None, None, None, None, None, None, None, None]"
INTEGRATED SCIENCE,EDU,503,150,2,16,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Explrn Leadership Mentoring,EDU,503,230,1,41,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Service with Youth in STEM,EDU,503,240,3,27,3.846,"[77.8, 14.8, None, None, 3.7, None, None, None, None, None, None, None, 3.7, None, None]"
Independent Study,EDU,503,299,2,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Internship,EDU,503,320,3,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Internship,EDU,503,341,1,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Internship,EDU,503,341,2,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Internship,EDU,503,341,3,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,EDU,503,375,3,9,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
College Science Teaching,EDU,503,650,1,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
College Science Teaching,EDU,503,660,1,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
College Science Teaching,EDU,503,660,2,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Special Topics,EDU,503,675,1,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Orientation to Occ Ther,EDU,695,100,1,25,3.94,"[88.0, 12.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Digital Health,EDU,695,517,2,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Prof Skills II: Communctn-OT,EDU,695,611,1,26,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Prof Skills IV: Commun OT Prac,EDU,695,613,1,26,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Assess Occupationl Participatn,EDU,695,621,1,26,3.654,"[30.8, 69.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Infant&Chld Occs&Ther Intrvntn,EDU,695,622,1,26,3.577,"[30.8, 53.8, 15.4, None, None, None, None, None, None, None, None, None, None, None, None]"
Mid&Late Adlt Occs&Thr Intervn,EDU,695,624,1,26,3.923,"[84.6, 15.4, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Level-I Fldwk:Infants&Children,EDU,695,625,1,26,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Level-I Fldwk: Mid&Late Adult,EDU,695,627,1,26,3.981,"[96.2, 3.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Sci Inquiry OT II:Rsch Design,EDU,695,672,1,26,3.865,"[73.1, 26.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Sci Inquiry-OT IV: Sci Writing,EDU,695,674,1,26,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Current Trends OT Practice,EDU,695,812,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Info to Optimize Practice,EDU,695,872,1,6,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Info to Optimize Practice,EDU,695,881,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Info to Optimize Practice,EDU,695,881,3,6,,"[None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None]"
Inter-Prof Devel Leadership,EDU,695,890,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
DANCE,EDU,741,1,1,14,3.964,"[92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
DANCE,EDU,741,1,11,40,3.716,"[60.0, 15.0, 15.0, 2.5, None, None, None, 7.5, None, None, None, None, None, None, None]"
DANCE,EDU,741,1,12,43,3.707,"[60.5, 18.6, 11.6, 4.7, None, None, None, 4.7, None, None, None, None, None, None, None]"
Workshop in Dance Activity,EDU,741,11,1,21,3.738,"[71.4, 23.8, None, None, None, 4.8, None, None, None, None, None, None, None, None, None]"
Workshop in Dance Activity,EDU,741,11,2,18,3.556,"[66.7, 5.6, 16.7, 5.6, None, 5.6, None, None, None, None, None, None, None, None, None]"
Contemporary Dance I,EDU,741,112,1,19,3.974,"[94.7, 5.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Contemporary Dance I,EDU,741,112,2,12,3.81,"[83.3, 8.3, None, 8.3, None, None, None, None, None, None, None, None, None, None, None]"
Contemporary Dance I,EDU,741,112,3,16,3.688,"[62.5, 25.0, None, 12.5, None, None, None, None, None, None, None, None, None, None, None]"
Cont Dance Technique&Theory II,EDU,741,118,1,36,4,"[94.4, None, None, None, None, None, None, 5.6, None, None, None, None, None, None, None]"
Cont Dance Technique&Theory II,EDU,741,118,2,36,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Asian American Movement,EDU,741,121,1,27,3.315,"[25.9, 25.9, 33.3, 14.8, None, None, None, None, None, None, None, None, None, None, None]"
Ballet Technique I-B,EDU,741,126,1,21,3.595,"[52.4, 23.8, 19.0, None, 4.8, None, None, None, None, None, None, None, None, None, None]"
Somatic Theory and Practices,EDU,741,131,1,15,3.9,"[80.0, 20.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Somatic Theory and Practices,EDU,741,135,1,36,3.903,"[86.1, 8.3, 5.6, None, None, None, None, None, None, None, None, None, None, None, None]"
Somatic Theory and Practices,EDU,741,135,2,36,3.889,"[88.9, 2.8, 5.6, 2.8, None, None, None, None, None, None, None, None, None, None, None]"
Somatic Theory and Practices,EDU,741,135,3,41,3.875,"[82.9, 9.8, 2.4, None, 2.4, None, None, 2.4, None, None, None, None, None, None, None]"
Dance Production,EDU,741,140,1,8,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Movemnt as Matl Thru Improv,EDU,741,156,1,26,3.846,"[80.8, 11.5, 3.8, 3.8, None, None, None, None, None, None, None, None, None, None, None]"
Intro-Movement Analysis,EDU,741,157,1,20,3.825,"[80.0, 10.0, 5.0, 5.0, None, None, None, None, None, None, None, None, None, None, None]"
Dancing Gender,EDU,741,168,1,137,3.746,"[62.8, 22.6, 10.9, 0.7, 0.7, None, None, 1.5, None, None, None, None, 0.7, None, None]"
Dancing Gender,EDU,741,2,1,42,3.607,"[59.5, 16.7, 14.3, 4.8, 4.8, None, None, None, None, None, None, None, None, None, None]"
Dancing Gender,EDU,741,2,2,40,3.825,"[92.5, None, 2.5, None, 2.5, None, 2.5, None, None, None, None, None, None, None, None]"
Dancing Gender,EDU,741,2,3,45,3.942,"[88.9, 2.2, 4.4, None, None, None, None, 4.4, None, None, None, None, None, None, None]"
Dancing Gender,EDU,741,2,4,38,3.919,"[89.5, 2.6, 2.6, 2.6, None, None, None, 2.6, None, None, None, None, None, None, None]"
Ballet I,EDU,741,21,1,23,3.978,"[95.7, 4.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet I,EDU,741,212,1,10,3.6,"[40.0, 50.0, None, 10.0, None, None, None, None, None, None, None, None, None, None, None]"
Ballet I,EDU,741,212,2,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet I,EDU,741,212,3,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet I,EDU,741,212,4,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet II,EDU,741,22,1,13,3.923,"[84.6, 15.4, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet Technique II-B,EDU,741,226,1,14,3.769,"[64.3, 21.4, None, 7.1, None, None, None, 7.1, None, None, None, None, None, None, None]"
Intro:Dynamcs-Dance Therapy,EDU,741,232,1,21,3.857,"[81.0, 9.5, 9.5, None, None, None, None, None, None, None, None, None, None, None, None]"
Pilates Equipment II,EDU,741,236,1,7,3.786,"[71.4, 14.3, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Dance Production Laboratory,EDU,741,240,1,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Pol&Cult Perspectives in Dance,EDU,741,268,1,101,3.515,"[52.5, 16.8, 17.8, 3.0, 6.9, 1.0, None, None, 1.0, None, None, None, 1.0, None, None]"
Ballroom Dance II,EDU,741,3,1,16,3.813,"[81.3, 6.3, 6.3, 6.3, None, None, None, None, None, None, None, None, None, None, None]"
Ballroom Dance II,EDU,741,312,1,13,3.786,"[84.6, 7.7, None, None, 7.7, None, None, None, None, None, None, None, None, None, None]"
Ballroom Dance II,EDU,741,312,2,8,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
W African Dance/Music-Americas,EDU,741,318,1,14,3.714,"[92.9, None, None, None, None, None, 7.1, None, None, None, None, None, None, None, None]"
W African Dance/Music-Americas,EDU,741,326,1,7,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
W African Dance/Music-Americas,EDU,741,326,2,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet Technique III-B,EDU,741,341,1,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Ballet Technique III-B,EDU,741,341,2,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Dance History II: Contemporary,EDU,741,365,1,16,3.531,"[37.5, 37.5, 18.8, 6.3, None, None, None, None, None, None, None, None, None, None, None]"
Pilates Teaching Methods,EDU,741,375,1,13,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Pilates Teaching Methods,EDU,741,399,4,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Pilates Teaching Methods,EDU,741,399,20,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Dance Repertory Theater,EDU,741,451,1,18,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Senior Project,EDU,741,463,1,9,4,"[88.9, None, None, None, None, None, None, None, None, None, None, None, 11.1, None, None]"
Current Topics-Dance:Wkshp,EDU,741,560,1,11,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Current Topics-Dance:Wkshp,EDU,741,699,6,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Current Topics-Dance:Wkshp,EDU,741,699,8,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
"Exercise,Nutrition,&Health",EDU,742,100,1,202,2.796,"[24.3, 6.9, 23.8, 11.9, 25.2, 5.4, 2.0, None, None, None, None, None, None, 0.5, None]"
"Exercise,Nutrition,&Health",EDU,742,116,1,22,3.705,"[50.0, 40.9, 9.1, None, None, None, None, None, None, None, None, None, None, None, None]"
"Exercise,Nutrition,&Health",EDU,742,116,2,19,3.868,"[78.9, 15.8, 5.3, None, None, None, None, None, None, None, None, None, None, None, None]"
Introduction to Kinesiology,EDU,742,119,1,97,3.729,"[74.2, 11.3, 5.2, 3.1, 4.1, 1.0, None, None, None, None, None, None, 1.0, None, None]"
Living well: LIfestyle balance,EDU,742,123,1,16,3.75,"[81.3, None, 6.3, 12.5, None, None, None, None, None, None, None, None, None, None, None]"
Living well: LIfestyle balance,EDU,742,125,1,20,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
Living well: LIfestyle balance,EDU,742,125,2,21,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
Living well: LIfestyle balance,EDU,742,125,3,16,,"[None, None, None, None, None, None, None, 93.8, None, None, None, None, None, None, 6.3]"
Living well: LIfestyle balance,EDU,742,125,4,23,4,"[13.0, None, None, None, None, None, None, 82.6, None, None, None, None, None, None, 4.3]"
Intro to Athletic Training,EDU,742,127,1,34,3.353,"[38.2, 35.3, 14.7, None, 5.9, 2.9, 2.9, None, None, None, None, None, None, None, None]"
Sci&Pract Resistance Training,EDU,742,140,1,16,3.906,"[81.3, 18.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Choosing To Move,EDU,742,145,1,24,3.848,"[75.0, 16.7, None, 4.2, None, None, None, 4.2, None, None, None, None, None, None, None]"
Choosing To Move,EDU,742,197,1,13,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Choosing To Move,EDU,742,197,2,8,3.875,"[87.5, None, 12.5, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro to Clinical Anat Hum Mov,EDU,742,227,1,43,3.452,"[51.2, 11.6, 16.3, 11.6, 7.0, None, None, None, None, None, None, None, 2.3, None, None]"
Human Physiology and Health,EDU,742,235,1,34,3.132,"[29.4, 11.8, 32.4, 8.8, 17.6, None, None, None, None, None, None, None, None, None, None]"
Human Physiology and Health,EDU,742,300,1,11,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Human Physiology and Health,EDU,742,300,2,35,3.986,"[97.1, 2.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Physiology of Exercise,EDU,742,314,1,63,3.548,"[39.7, 30.2, 30.2, None, None, None, None, None, None, None, None, None, None, None, None]"
Assessmnt & Rsch-Phys Activity,EDU,742,315,1,6,3.833,"[83.3, None, 16.7, None, None, None, None, None, None, None, None, None, None, None, None]"
Adapted Physical Activity,EDU,742,316,1,9,3.667,"[33.3, 66.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Biomechanics of Human Movement,EDU,742,318,1,70,3.364,"[38.6, 18.6, 24.3, 14.3, 4.3, None, None, None, None, None, None, None, None, None, None]"
Biomechanics of Human Movement,EDU,742,325,1,19,3.842,"[78.9, 15.8, None, 5.3, None, None, None, None, None, None, None, None, None, None, None]"
Biomechanics of Human Movement,EDU,742,325,3,18,3.944,"[94.4, None, 5.6, None, None, None, None, None, None, None, None, None, None, None, None]"
Curr Topic-Outdoor Pursuits,EDU,742,327,1,11,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Research in Kinesiology,EDU,742,330,1,58,3.716,"[55.2, 32.8, 12.1, None, None, None, None, None, None, None, None, None, None, None, None]"
Intro to Exercise Psychology,EDU,742,350,1,52,3.539,"[50.0, 23.1, 15.4, 5.8, 1.9, 1.9, None, None, None, None, None, None, 1.9, None, None]"
Soc-Cult of Phys Act,EDU,742,355,1,18,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Therapeutic Strategies I,EDU,742,357,1,10,3.5,"[30.0, 50.0, 10.0, 10.0, None, None, None, None, None, None, None, None, None, None, None]"
Lifespan Motor Development,EDU,742,360,1,34,3.926,"[88.2, 8.8, 2.9, None, None, None, None, None, None, None, None, None, None, None, None]"
Motor Learning&Performance,EDU,742,361,1,39,3.395,"[25.6, 35.9, 25.6, 10.3, None, None, None, None, None, None, None, None, 2.6, None, None]"
Pract:Adapted Physical Educ,EDU,742,365,1,7,3.917,"[71.4, 14.3, None, None, None, None, None, None, None, None, None, None, 14.3, None, None]"
Meth & Prac of Games & Fitness,EDU,742,372,1,9,3.778,"[77.8, None, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
Practicum in Phys Ed,EDU,742,375,1,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Practicum in Phys Ed,EDU,742,399,2,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Practicum in Phys Ed,EDU,742,399,6,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,8,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,15,6,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,16,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,21,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,34,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,35,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,36,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,47,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,48,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,50,8,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
KINESIOLOGY,EDU,742,399,52,24,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Org&Admin-Ath Training Prgm,EDU,742,400,1,11,3.955,"[90.9, 9.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fitness Test & Exer Prescript,EDU,742,427,1,34,3.515,"[41.2, 35.3, 11.8, 8.8, 2.9, None, None, None, None, None, None, None, None, None, None]"
Fitness Test & Exer Prescript,EDU,742,450,1,8,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Fitness Test & Exer Prescript,EDU,742,450,2,10,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Med Probs-Exercise & Sports,EDU,742,457,1,17,3.588,"[29.4, 58.8, 11.8, None, None, None, None, None, None, None, None, None, None, None, None]"
Seminar-Athletic Training,EDU,742,475,1,18,4,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Elem Sch Phy Ed Stdt Tchg,EDU,742,478,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Secondary-Phys Ed Stdt Tchg,EDU,742,479,1,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Health Info for Teachers,EDU,742,501,1,25,3.98,"[96.0, 4.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Health Info for Teachers,EDU,742,508,1,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
Health Info for Teachers,EDU,742,508,2,21,3.905,"[90.5, 4.8, None, 4.8, None, None, None, None, None, None, None, None, None, None, None]"
Phys Act for Diverse Abilities,EDU,742,516,1,17,3.971,"[94.1, 5.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
