,#1,#2,#3,#4,#5,#6,#7,#8
2995,Cooperative Education Prog,EGR,490,1,001,15,3.767,"[60.0, 33.3, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
2996,Engineerng Economc Analysis,EGR,490,313,001,149,3.23,"[36.2, 22.8, 16.8, 5.4, 14.1, 4.0, None, 0.7, None, None, None, None, None, None, None]"
2997,Production Planning&Control,EGR,490,315,001,54,3.806,"[72.2, 16.7, 11.1, None, None, None, None, None, None, None, None, None, None, None, None]"
2998,Simulatn&Probablstc Modelng,EGR,490,320,001,49,3.908,"[83.7, 14.3, 2.0, None, None, None, None, None, None, None, None, None, None, None, None]"
2999,Simulatn&Probablstc Modelng,EGR,490,321,001,14,3.893,"[85.7, 7.1, 7.1, None, None, None, None, None, None, None, None, None, None, None, None]"
3000,Simulatn&Probablstc Modelng,EGR,490,321,002,18,3.972,"[94.4, 5.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3001,Simulatn&Probablstc Modelng,EGR,490,321,003,17,3.853,"[70.6, 29.4, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3002,Oper Rsch-Determnstc Modelg,EGR,490,323,001,43,3.174,"[30.2, 11.6, 37.2, 9.3, 9.3, 2.3, None, None, None, None, None, None, None, None, None]"
3003,Oper Rsch-Determnstc Modelg,EGR,490,348,001,20,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3004,Oper Rsch-Determnstc Modelg,EGR,490,348,003,13,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3005,Introduction-Human Factors,EGR,490,349,001,82,3.61,"[41.5, 45.1, 9.8, 1.2, 2.4, None, None, None, None, None, None, None, None, None, None]"
3006,Junior Design Laboratory,EGR,490,350,001,45,3.92,"[82.2, 15.6, None, None, None, None, None, 2.2, None, None, None, None, None, None, None]"
3007,"Intro-Manufac Sys,Dsgn&Anal",EGR,490,415,001,59,3.508,"[35.6, 40.7, 16.9, 3.4, 3.4, None, None, None, None, None, None, None, None, None, None]"
3008,Health Systems Engineering,EGR,490,417,001,35,3.9,"[80.0, 20.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3009,Senior Design Project,EGR,490,450,001,40,3.838,"[75.0, 17.5, 7.5, None, None, None, None, None, None, None, None, None, None, None, None]"
3010,Engr Mgt-Cont Proc Imprvmnt,EGR,490,515,001,40,3.925,"[85.0, 15.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3011,Decision Making in Health Care,EGR,490,517,001,25,3.62,"[52.0, 36.0, 8.0, None, None, 4.0, None, None, None, None, None, None, None, None, None]"
3012,Introduction to Optimization,EGR,490,524,001,11,3.7,"[63.6, 18.2, None, None, 9.1, None, None, 9.1, None, None, None, None, None, None, None]"
3013,Linear Programming Methods,EGR,490,525,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3014,Human Perform&Accidnt Cause,EGR,490,555,001,49,3.694,"[51.0, 36.7, 12.2, None, None, None, None, None, None, None, None, None, None, None, None]"
3015,Intro-Computationl Geometry,EGR,490,558,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3016,Patient Safety&Error Reduction,EGR,490,559,001,25,3.88,"[76.0, 24.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3017,Occupatnl Ergonics&Biomechancs,EGR,490,564,001,10,3.8,"[80.0, None, 20.0, None, None, None, None, None, None, None, None, None, None, None, None]"
3018,Meth-Risk Anal Nuc Pwr Plnt,EGR,490,574,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3019,Intro-Quality Engineering,EGR,490,575,001,57,3.709,"[59.6, 22.8, 10.5, 1.8, 1.8, None, None, None, None, None, None, None, 3.5, None, None]"
3020,Intro-Quality Engineering,EGR,490,601,001,12,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3021,Intro-Quality Engineering,EGR,490,601,003,14,3.786,"[57.1, 42.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3022,Intro-Quality Engineering,EGR,490,601,004,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3023,Safety & Quality-Med Use Sys,EGR,490,608,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3024,Info Sensing&Anal-Manufacturng,EGR,490,612,001,10,3.857,"[50.0, 20.0, None, None, None, None, None, 30.0, None, None, None, None, None, None, None]"
3025,Production Systems Control,EGR,490,615,001,19,3.868,"[84.2, 5.3, 10.5, None, None, None, None, None, None, None, None, None, None, None, None]"
3026,Health Information Systems,EGR,490,617,001,13,3.885,"[84.6, 7.7, 7.7, None, None, None, None, None, None, None, None, None, None, None, None]"
3027,Simulation Modeling & Analysis,EGR,490,620,001,23,3.455,"[26.1, 34.8, 34.8, None, None, None, None, None, None, None, None, None, 4.3, None, None]"
3028,Simulation Modeling & Analysis,EGR,490,632,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3029,Simulation Modeling & Analysis,EGR,490,632,004,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3030,Simulation Modeling & Analysis,EGR,490,632,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3031,Design & Anal-Manufact Sys,EGR,490,641,001,19,3.895,"[78.9, 21.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3032,Dsgn & Hum Disablty & Aging,EGR,490,662,001,9,3.889,"[77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3033,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,014,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3034,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,022,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3035,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3036,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,029,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3037,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,030,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3038,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,031,28,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3039,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,036,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3040,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,037,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3041,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,040,6,4.0,"[83.3, None, None, None, None, None, None, None, None, None, None, None, 16.7, None, None]"
3042,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3043,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,050,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3044,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,064,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3045,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,070,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3046,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,071,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3047,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,072,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3048,INDUSTRIAL & SYSTEMS ENGR,EGR,490,699,073,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3049,Grad Cooperative Educ Program,EGR,490,702,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3050,Bhv Anal-Mgt Decisn Making,EGR,490,729,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3051,Bhv Anal-Mgt Decisn Making,EGR,490,790,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3052,Bhv Anal-Mgt Decisn Making,EGR,490,790,031,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3053,Bhv Anal-Mgt Decisn Making,EGR,490,790,064,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
3054,Bhv Anal-Mgt Decisn Making,EGR,490,790,068,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3055,Topics-Operations Research,EGR,490,823,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3056,Assess-Medical Technologies,EGR,490,875,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3057,Assess-Medical Technologies,EGR,490,890,020,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3058,Assess-Medical Technologies,EGR,490,890,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3059,Assess-Medical Technologies,EGR,490,890,025,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3060,Assess-Medical Technologies,EGR,490,890,028,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3061,Assess-Medical Technologies,EGR,490,890,029,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3062,Assess-Medical Technologies,EGR,490,890,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3063,Assess-Medical Technologies,EGR,490,890,037,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3064,Assess-Medical Technologies,EGR,490,890,040,8,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
3065,Assess-Medical Technologies,EGR,490,890,042,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3066,Assess-Medical Technologies,EGR,490,890,050,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3067,Assess-Medical Technologies,EGR,490,890,064,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3068,Assess-Medical Technologies,EGR,490,890,068,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3069,Assess-Medical Technologies,EGR,490,890,071,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3070,Pre-Dissertator's Research,EGR,490,990,011,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3071,Pre-Dissertator's Research,EGR,490,990,014,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3072,Pre-Dissertator's Research,EGR,490,990,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3073,Pre-Dissertator's Research,EGR,490,990,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3074,Pre-Dissertator's Research,EGR,490,990,031,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3075,INDUSTRIAL & SYSTEMS ENGR,EGR,490,990,055,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3076,INDUSTRIAL & SYSTEMS ENGR,EGR,490,990,064,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3077,Intro-Society's Egr Challenges,EGR,496,102,001,47,3.617,"[55.3, 21.3, 17.0, 4.3, 2.1, None, None, None, None, None, None, None, None, None, None]"
3078,Intro-Society's Egr Challenges,EGR,496,160,001,161,3.851,"[79.5, 13.0, 6.2, 0.6, 0.6, None, None, None, None, None, None, None, None, None, None]"
3079,Intro-Society's Egr Challenges,EGR,496,160,002,198,3.684,"[58.1, 27.3, 9.6, 3.5, 1.5, None, None, None, None, None, None, None, None, None, None]"
3080,Current Issues in Intl Engr,EGR,496,413,002,12,3.917,"[83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3081,Topics-Interdis Engineering,EGR,496,601,002,12,3.75,"[66.7, 16.7, 16.7, None, None, None, None, None, None, None, None, None, None, None, None]"
3082,Cooperative Education Prog,EGR,612,1,001,54,3.933,"[83.3, 13.0, None, None, None, None, None, None, None, None, None, None, 3.7, None, None]"
3083,Cooperative Education Prog,EGR,612,160,002,22,3.409,"[36.4, 27.3, 27.3, None, 9.1, None, None, None, None, None, None, None, None, None, None]"
3084,Cooperative Education Prog,EGR,612,160,003,11,3.227,"[54.5, 9.1, 18.2, None, 9.1, None, 9.1, None, None, None, None, None, None, None, None]"
3085,Architectural Graphics,EGR,612,170,002,20,3.175,"[30.0, 25.0, 15.0, 10.0, 20.0, None, None, None, None, None, None, None, None, None, None]"
3086,Architectural Graphics,EGR,612,170,003,23,3.065,"[13.0, 30.4, 26.1, 17.4, 13.0, None, None, None, None, None, None, None, None, None, None]"
3087,Architectural Graphics,EGR,612,170,004,16,3.375,"[43.8, 12.5, 25.0, 12.5, 6.3, None, None, None, None, None, None, None, None, None, None]"
3088,Intro Engineering Graphics,EGR,612,231,001,141,3.032,"[22.0, 24.8, 20.6, 18.4, 7.8, 5.0, 1.4, None, None, None, None, None, None, None, None]"
3089,Intro Engineering Graphics,EGR,612,240,001,56,3.259,"[17.9, 46.4, 14.3, 16.1, 3.6, 1.8, None, None, None, None, None, None, None, None, None]"
3090,Intro Engineering Graphics,EGR,612,240,002,60,3.3,"[25.0, 35.0, 30.0, 5.0, 1.7, 1.7, 1.7, None, None, None, None, None, None, None, None]"
3091,Eng. Problem Solving EES,EGR,612,273,001,23,3.63,"[60.9, 26.1, None, 4.3, 8.7, None, None, None, None, None, None, None, None, None, None]"
3092,Undergrad Mech Engr Project,EGR,612,291,050,40,3.899,"[82.5, 15.0, 2.5, None, None, None, None, None, None, None, None, None, None, None, None]"
3093,Undergrad Mech Engr Project,EGR,612,299,015,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3094,Undergrad Mech Engr Project,EGR,612,299,041,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3095,Undergrad Mech Engr Project,EGR,612,299,050,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3096,Independent Study,EGR,612,306,001,74,3.155,"[24.3, 12.2, 45.9, 5.4, 12.2, None, None, None, None, None, None, None, None, None, None]"
3097,Independent Study,EGR,612,306,002,69,3.007,"[21.7, 7.2, 43.5, 14.5, 8.7, 4.3, None, None, None, None, None, None, None, None, None]"
3098,Mechanics of Materials,EGR,612,307,001,11,3.773,"[72.7, 18.2, None, 9.1, None, None, None, None, None, None, None, None, None, None, None]"
3099,Mechanics of Materials,EGR,612,307,002,10,3.15,"[10.0, 30.0, 40.0, 20.0, None, None, None, None, None, None, None, None, None, None, None]"
3100,Mechanics of Materials,EGR,612,307,003,8,3.813,"[62.5, 37.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3101,Mechanics of Materials,EGR,612,307,004,12,3.542,"[50.0, 41.7, None, None, None, 8.3, None, None, None, None, None, None, None, None, None]"
3102,Mechanics of Materials,EGR,612,307,006,12,3.667,"[58.3, 25.0, 8.3, 8.3, None, None, None, None, None, None, None, None, None, None, None]"
3103,Mechanics of Materials,EGR,612,307,007,10,3.7,"[40.0, 60.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3104,Mechanics of Materials,EGR,612,307,008,10,3.8,"[70.0, 20.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None]"
3105,Mechanics of Materials,EGR,612,307,009,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3106,Mechanics of Materials,EGR,612,307,010,12,3.292,"[25.0, 58.3, 8.3, None, None, None, 8.3, None, None, None, None, None, None, None, None]"
3107,Mechanics of Materials,EGR,612,307,011,9,3.667,"[33.3, 66.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3108,Mechanics of Materials,EGR,612,307,012,12,3.625,"[50.0, 25.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None]"
3109,Mechanics of Materials,EGR,612,307,013,12,3.292,"[16.7, 41.7, 25.0, 16.7, None, None, None, None, None, None, None, None, None, None, None]"
3110,Mechanics of Materials,EGR,612,307,014,11,3.545,"[36.4, 36.4, 27.3, None, None, None, None, None, None, None, None, None, None, None, None]"
3111,Mechanics of Materials Lab,EGR,612,313,001,49,3.541,"[40.8, 30.6, 26.5, None, 2.0, None, None, None, None, None, None, None, None, None, None]"
3112,Mechanics of Materials Lab,EGR,612,313,002,63,3.5,"[33.3, 39.7, 22.2, 3.2, 1.6, None, None, None, None, None, None, None, None, None, None]"
3113,Manufacturing Processes,EGR,612,314,001,54,2.926,"[14.8, 22.2, 20.4, 22.2, 18.5, 1.9, None, None, None, None, None, None, None, None, None]"
3114,Manufacturing Processes,EGR,612,314,002,54,2.972,"[14.8, 25.9, 16.7, 24.1, 18.5, None, None, None, None, None, None, None, None, None, None]"
3115,Geom Modeling-Engr Applcatn,EGR,612,331,001,93,3.371,"[23.7, 45.2, 20.4, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None, None]"
3116,Intro to Dynamic Systems,EGR,612,340,001,120,3.258,"[42.5, 14.2, 16.7, 15.8, 7.5, 1.7, 1.7, None, None, None, None, None, None, None, None]"
3117,Intro to Dynamic Systems,EGR,612,342,001,78,3.333,"[29.5, 34.6, 17.9, 11.5, 5.1, 1.3, None, None, None, None, None, None, None, None, None]"
3118,MECHANICAL ENGINEERING,EGR,612,342,002,66,3.295,"[30.3, 34.8, 16.7, 12.1, 1.5, 3.0, 1.5, None, None, None, None, None, None, None, None]"
3119,Design of Machine Elements,EGR,612,349,002,17,3.706,"[70.6, 5.9, 17.6, 5.9, None, None, None, None, None, None, None, None, None, None, None]"
3120,Design of Machine Elements,EGR,612,349,004,20,3.225,"[20.0, 15.0, 55.0, 10.0, None, None, None, None, None, None, None, None, None, None, None]"
3121,Design of Machine Elements,EGR,612,349,007,20,3.125,"[15.0, 30.0, 35.0, 15.0, None, 5.0, None, None, None, None, None, None, None, None, None]"
3122,Design of Machine Elements,EGR,612,349,009,17,3.294,"[47.1, 29.4, 5.9, 5.9, None, 5.9, 5.9, None, None, None, None, None, None, None, None]"
3123,Engineering Design Projects,EGR,612,352,001,19,3.868,"[73.7, 26.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3124,Engineering Design Projects,EGR,612,352,002,20,3.975,"[95.0, 5.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3125,Engineering Design Projects,EGR,612,352,003,19,3.0,"[5.3, 31.6, 36.8, 10.5, 15.8, None, None, None, None, None, None, None, None, None, None]"
3126,Engineering Design Projects,EGR,612,352,004,20,3.45,"[35.0, 35.0, 20.0, 5.0, 5.0, None, None, None, None, None, None, None, None, None, None]"
3127,Interdis Expr Dsgn Projects II,EGR,612,361,001,46,2.856,"[13.0, 37.0, 15.2, 8.7, 10.9, 8.7, 4.3, None, None, None, None, None, 2.2, None, None]"
3128,Interdis Expr Dsgn Projects II,EGR,612,361,002,61,2.68,"[13.1, 21.3, 18.0, 16.4, 18.0, 9.8, 3.3, None, None, None, None, None, None, None, None]"
3129,Interdis Expr Dsgn Projects II,EGR,612,361,003,59,2.793,"[15.3, 18.6, 23.7, 22.0, 6.8, 8.5, 3.4, None, None, None, None, None, 1.7, None, None]"
3130,Thermodynamics,EGR,612,363,001,69,2.949,"[21.7, 21.7, 20.3, 14.5, 14.5, 5.8, 1.4, None, None, None, None, None, None, None, None]"
3131,Thermodynamics,EGR,612,363,002,45,3.233,"[35.6, 6.7, 46.7, None, 8.9, None, 2.2, None, None, None, None, None, None, None, None]"
3132,Elementary Heat Transfer,EGR,612,364,001,141,3.17,"[27.0, 24.1, 24.8, 14.2, 7.1, 0.7, 2.1, None, None, None, None, None, None, None, None]"
3133,Engr Measure & Instrumentation,EGR,612,368,001,84,3.161,"[14.3, 36.9, 25.0, 19.0, 3.6, None, 1.2, None, None, None, None, None, None, None, None]"
3134,Energy Systems Laboratory,EGR,612,370,001,119,3.084,"[24.4, 20.2, 18.5, 21.8, 15.1, None, None, None, None, None, None, None, None, None, None]"
3135,Energy Systems Laboratory,EGR,612,417,001,52,3.779,"[69.2, 17.3, 13.5, None, None, None, None, None, None, None, None, None, None, None, None]"
3136,Energy Systems Laboratory,EGR,612,417,002,60,3.592,"[51.7, 23.3, 18.3, 5.0, 1.7, None, None, None, None, None, None, None, None, None, None]"
3137,Engr Design with Polymers,EGR,612,418,003,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3138,Engr Design with Polymers,EGR,612,424,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3139,Engr Design with Polymers,EGR,612,424,002,6,3.25,"[16.7, 50.0, 16.7, None, 16.7, None, None, None, None, None, None, None, None, None, None]"
3140,Rheology of Foods&Biomaterials,EGR,612,441,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3141,Design Problems-Elasticity,EGR,612,444,001,8,3.429,"[25.0, 25.0, 37.5, None, None, None, None, 12.5, None, None, None, None, None, None, None]"
3142,Design Problems-Elasticity,EGR,612,446,001,61,3.148,"[19.7, 29.5, 16.4, 29.5, 4.9, None, None, None, None, None, None, None, None, None, None]"
3143,Design Problems-Elasticity,EGR,612,446,003,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3144,Comptr Cntrl-Machns&Process,EGR,612,447,003,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3145,Redesign & Prototype Fab,EGR,612,449,001,22,3.636,"[50.0, 27.3, 22.7, None, None, None, None, None, None, None, None, None, None, None, None]"
3146,Applied Thermal/Struct FE Anal,EGR,612,460,001,21,3.595,"[42.9, 33.3, 23.8, None, None, None, None, None, None, None, None, None, None, None, None]"
3147,Thermal Systems Modeling,EGR,612,461,001,35,3.343,"[22.9, 37.1, 28.6, 8.6, 2.9, None, None, None, None, None, None, None, None, None, None]"
3148,Welding Metallurgy,EGR,612,462,001,13,3.615,"[38.5, 46.2, 15.4, None, None, None, None, None, None, None, None, None, None, None, None]"
3149,Air Pollutn-Measure&Control,EGR,612,466,001,53,3.566,"[45.3, 26.4, 24.5, 3.8, None, None, None, None, None, None, None, None, None, None, None]"
3150,Engr Princpl Off-Road Vehicles,EGR,612,476,001,16,3.188,"[18.8, 6.3, 68.8, 6.3, None, None, None, None, None, None, None, None, None, None, None]"
3151,Engr Princpl Off-Road Vehicles,EGR,612,489,034,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3152,Engr Princpl Off-Road Vehicles,EGR,612,489,035,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3153,MECHANICAL ENGINEERING,EGR,612,489,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3154,MECHANICAL ENGINEERING,EGR,612,489,068,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3155,MECHANICAL ENGINEERING,EGR,612,489,070,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3156,MECHANICAL ENGINEERING,EGR,612,489,093,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3157,Honors in Research,EGR,612,491,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3158,Honors in Research,EGR,612,491,005,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3159,Honors in Research,EGR,612,491,015,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3160,Honors in Research,EGR,612,491,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3161,Honors in Research,EGR,612,491,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3162,Honors in Research,EGR,612,491,043,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3163,Honors in Research,EGR,612,491,050,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3164,Honors in Research,EGR,612,491,051,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3165,Honors in Research,EGR,612,491,053,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3166,Honors in Research,EGR,612,491,068,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3167,Honors in Research,EGR,612,491,069,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3168,Honors in Research,EGR,612,491,071,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3169,Honors in Research,EGR,612,491,073,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3170,Honors in Research,EGR,612,491,092,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3171,Honors in Research,EGR,612,491,093,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3172,Mech Engr Projects I,EGR,612,492,015,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3173,Mech Engr Projects I,EGR,612,492,034,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3174,Mech Engr Projects I,EGR,612,492,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3175,Mech Engr Projects I,EGR,612,492,056,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3176,Additive Manufacturing,EGR,612,514,001,27,3.722,"[55.6, 33.3, 11.1, None, None, None, None, None, None, None, None, None, None, None, None]"
3177,Intro-Artificl Neural Ntwrk,EGR,612,539,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3178,Intro-Computationl Geometry,EGR,612,558,001,7,3.75,"[42.9, 42.9, None, None, None, None, None, None, None, None, None, None, 14.3, None, None]"
3179,Intermediate Fluid Dynamics,EGR,612,563,001,27,3.315,"[18.5, 37.0, 33.3, 11.1, None, None, None, None, None, None, None, None, None, None, None]"
3180,Heat Transfer,EGR,612,564,001,48,3.617,"[50.0, 25.0, 18.8, 4.2, None, None, None, 2.1, None, None, None, None, None, None, None]"
3181,Cryogenics,EGR,612,566,001,13,3.462,"[38.5, 30.8, 15.4, 15.4, None, None, None, None, None, None, None, None, None, None, None]"
3182,Experimental Mechanics,EGR,612,570,001,9,3.889,"[77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3183,Computational Fluid Dynamics,EGR,612,573,002,16,3.844,"[81.3, 6.3, 12.5, None, None, None, None, None, None, None, None, None, None, None, None]"
3184,Automatic Controls Lab,EGR,612,577,001,13,3.885,"[76.9, 23.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3185,Automatic Controls Lab,EGR,612,601,004,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3186,Automatic Controls Lab,EGR,612,601,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3187,Automatic Controls Lab,EGR,612,601,046,46,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
3188,Automatic Controls Lab,EGR,612,601,071,14,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3189,Topics-Bio-Medical Engr,EGR,612,603,002,22,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3190,Design & Anal-Manufact Sys,EGR,612,641,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3191,Design & Anal-Manufact Sys,EGR,612,699,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
