,#1,#2,#3,#4,#5,#6,#7,#8
0,Intro to Agr & Applied Econ,ALS,108,215,001,93,3.283,"[33.3, 17.2, 34.4, 4.3, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None]"
1,Environment&Global Economy,ALS,108,244,001,58,3.017,"[15.5, 25.9, 29.3, 15.5, 10.3, 1.7, 1.7, None, None, None, None, None, None, None, None]"
2,Independent Study,ALS,108,299,097,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
3,Independent Study,ALS,108,306,001,17,2.971,"[5.9, 41.2, 11.8, 23.5, 17.6, None, None, None, None, None, None, None, None, None, None]"
4,Independent Study,ALS,108,306,002,7,2.1,"[None, None, 28.6, 14.3, 14.3, None, 14.3, 28.6, None, None, None, None, None, None, None]"
5,Commodity Markets,ALS,108,322,001,56,2.855,"[23.2, 26.8, 8.9, 12.5, 10.7, 14.3, 1.8, 1.8, None, None, None, None, None, None, None]"
6,Environmental Economics,ALS,108,343,001,17,3.317,"[35.3, 17.6, 23.5, 11.8, 5.9, None, None, 5.9, None, None, None, None, None, None, None]"
7,World Hunger & Malnutrition,ALS,108,350,001,151,3.174,"[14.6, 41.1, 21.9, 13.2, 5.3, 2.0, 0.7, None, None, None, None, None, 1.3, None, None]"
8,"Globalizatn, Poverty&Develpmnt",ALS,108,373,001,35,3.543,"[54.3, 20.0, 17.1, 2.9, 2.9, 2.9, None, None, None, None, None, None, None, None, None]"
9,Coord Intrnshp/Cooprtv Educ,ALS,108,399,089,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
10,Economic Decision Analysis,ALS,108,421,001,31,2.371,"[9.7, 9.7, 16.1, 19.4, 29.0, 9.7, 6.5, None, None, None, None, None, None, None, None]"
11,Latin Amer Economc Develpmt,ALS,108,462,001,18,3.583,"[55.6, 27.8, 5.6, None, 11.1, None, None, None, None, None, None, None, None, None, None]"
12,Econ Probs-Developing Areas,ALS,108,474,001,20,3.125,"[45.0, 20.0, 10.0, 5.0, 5.0, 10.0, 5.0, None, None, None, None, None, None, None, None]"
13,Senior Capstone Experience,ALS,108,500,001,57,3.307,"[36.8, 22.8, 22.8, 7.0, 8.8, None, 1.8, None, None, None, None, None, None, None, None]"
14,Community Economic Analysis,ALS,108,520,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
15,Natural Resource Economics,ALS,108,531,001,15,3.567,"[46.7, 20.0, 33.3, None, None, None, None, None, None, None, None, None, None, None, None]"
16,Applied Econometric Anal II,ALS,108,637,001,13,3.833,"[15.4, 7.7, None, None, None, None, None, None, None, None, None, None, 76.9, None, None]"
17,Fndtns Agricultural Economics,ALS,108,641,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
18,Fndtns Environ/Resource Econ,ALS,108,643,001,24,3.521,"[25.0, 54.2, 20.8, None, None, None, None, None, None, None, None, None, None, None, None]"
19,Decisn Meth-Nat Resrc Mangr,ALS,108,652,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
20,Energy Economics,ALS,108,671,001,15,3.667,"[60.0, 26.7, 6.7, None, 6.7, None, None, None, None, None, None, None, None, None, None]"
21,Energy Economics,ALS,108,699,073,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
22,Energy Economics,ALS,108,699,080,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
23,Energy Economics,ALS,108,699,097,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
24,Development Economics 1,ALS,108,730,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
25,Econometrics Res/Energy Demand,ALS,108,772,001,18,3.861,"[72.2, 27.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
26,Sem Res/Energy Demand Analysis,ALS,108,773,001,18,3.639,"[44.4, 44.4, 5.6, 5.6, None, None, None, None, None, None, None, None, None, None, None]"
27,Practicum Res/Energy Demand I,ALS,108,774,001,18,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
28,Research Colloquium,ALS,108,780,001,9,3.944,"[88.9, 11.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
29,Game Theory&Political Analysis,ALS,108,835,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
30,Special Topics,ALS,108,875,001,15,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
31,Special Topics,ALS,108,990,073,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
32,Special Topics,ALS,108,990,079,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
33,Special Topics,ALS,108,990,080,7,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
34,Special Topics,ALS,108,990,082,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
35,Special Topics,ALS,108,990,083,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
36,Special Topics,ALS,108,990,085,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
37,Special Topics,ALS,108,990,088,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
38,Special Topics,ALS,108,990,089,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
39,Special Topics,ALS,108,990,092,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
40,AGRICULTURAL AND APPLIED E,ALS,108,990,093,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
41,AGRICULTURAL AND APPLIED E,ALS,108,990,095,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
42,AGRICULTURAL AND APPLIED E,ALS,108,990,096,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
43,AGRICULTURAL AND APPLIED E,ALS,108,990,098,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
44,Research and Thesis,ALS,108,999,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
45,Research and Thesis,ALS,108,999,073,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
46,Research and Thesis,ALS,108,999,088,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
47,Research and Thesis,ALS,108,999,098,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
48,BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
49,BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
50,BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
51,BIOLOGICAL SYSTEMS ENGINE,ALS,112,1,035,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
52,Cooperative Educ Program,ALS,112,299,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
53,Cooperative Educ Program,ALS,112,299,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
54,Quant Technqs-Biological Systm,ALS,112,349,001,49,2.643,"[2.0, 12.2, 38.8, 18.4, 24.5, 2.0, 2.0, None, None, None, None, None, None, None, None]"
55,Sustainabl Residntl Constructn,ALS,112,356,001,29,3.554,"[48.3, 24.1, 13.8, 6.9, 3.4, None, None, 3.4, None, None, None, None, None, None, None]"
56,Measrmt&Instrumntn-Biol Sys,ALS,112,365,001,42,3.143,"[14.3, 45.2, 16.7, 11.9, 7.1, 4.8, None, None, None, None, None, None, None, None, None]"
57,Measrmt&Instrumntn-Biol Sys,ALS,112,367,001,79,3.359,"[11.4, 57.0, 22.8, 6.3, 1.3, None, None, None, None, None, None, None, None, None, 1.3]"
58,Measrmt&Instrumntn-Biol Sys,ALS,112,367,003,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
59,Rheology of Foods&Biomaterials,ALS,112,441,001,15,2.433,"[None, 20.0, 20.0, 13.3, 33.3, 13.3, None, None, None, None, None, None, None, None, None]"
60,Food&Bioprocessing Operations,ALS,112,461,001,23,3.152,"[26.1, 21.7, 30.4, 8.7, 8.7, 4.3, None, None, None, None, None, None, None, None, None]"
61,Heat and Mass Transfer,ALS,112,464,001,13,2.885,"[30.8, 7.7, 23.1, 15.4, 7.7, 15.4, None, None, None, None, None, None, None, None, None]"
62,Sedmnt & Bio-Nutr Engr&Mgmt,ALS,112,472,001,20,3.1,"[10.0, 30.0, 30.0, 30.0, None, None, None, None, None, None, None, None, None, None, None]"
63,Engr Princpl Off-Road Vehicles,ALS,112,476,001,22,2.727,"[9.1, 4.5, 45.5, 13.6, 22.7, 4.5, None, None, None, None, None, None, None, None, None]"
64,Biol Sys Engr Dsgn Practicum I,ALS,112,508,001,44,3.364,"[47.7, 15.9, 15.9, 11.4, 4.5, 4.5, None, None, None, None, None, None, None, None, None]"
65,Small Watershed Engineering,ALS,112,571,001,16,3.094,"[25.0, 25.0, 25.0, 6.3, 12.5, 6.3, None, None, None, None, None, None, None, None, None]"
66,Food & Phmaceut Separations,ALS,112,642,001,17,3.618,"[70.6, None, 17.6, 5.9, 5.9, None, None, None, None, None, None, None, None, None, None]"
67,Food & Phmaceut Separations,ALS,112,699,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
68,Food & Phmaceut Separations,ALS,112,699,010,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
69,Practicum-Ag Engr Teaching,ALS,112,799,039,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
70,Graduate Research Seminar,ALS,112,901,001,11,3.636,"[54.5, 18.2, 27.3, None, None, None, None, None, None, None, None, None, None, None, None]"
71,Graduate Research Seminar,ALS,112,990,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
72,Graduate Research Seminar,ALS,112,990,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
73,Graduate Research Seminar,ALS,112,990,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
74,Graduate Research Seminar,ALS,112,990,014,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
75,Graduate Research Seminar,ALS,112,990,018,6,,"[None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None]"
76,Graduate Research Seminar,ALS,112,990,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
77,Graduate Research Seminar,ALS,112,990,025,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
78,Graduate Research Seminar,ALS,112,990,030,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
79,Graduate Research Seminar,ALS,112,990,031,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
80,Graduate Research Seminar,ALS,112,990,033,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
81,Graduate Research Seminar,ALS,112,990,035,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
82,Graduate Research Seminar,ALS,112,990,036,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
83,Graduate Research Seminar,ALS,112,990,038,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
84,Graduate Research Seminar,ALS,112,990,039,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
85,Special Problems,ALS,112,999,020,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
86,LIFE SCIENCES COMMUNICATIO,ALS,120,100,001,15,3.4,"[40.0, 40.0, 6.7, None, 6.7, 6.7, None, None, None, None, None, None, None, None, None]"
87,LIFE SCIENCES COMMUNICATIO,ALS,120,100,003,15,3.8,"[66.7, 26.7, 6.7, None, None, None, None, None, None, None, None, None, None, None, None]"
88,LIFE SCIENCES COMMUNICATIO,ALS,120,100,004,14,3.643,"[50.0, 28.6, 21.4, None, None, None, None, None, None, None, None, None, None, None, None]"
89,LIFE SCIENCES COMMUNICATIO,ALS,120,100,005,15,3.633,"[46.7, 40.0, 6.7, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
90,LIFE SCIENCES COMMUNICATIO,ALS,120,100,006,14,3.679,"[42.9, 50.0, 7.1, None, None, None, None, None, None, None, None, None, None, None, None]"
91,LIFE SCIENCES COMMUNICATIO,ALS,120,100,007,15,3.567,"[33.3, 46.7, 20.0, None, None, None, None, None, None, None, None, None, None, None, None]"
92,LIFE SCIENCES COMMUNICATIO,ALS,120,100,009,13,3.654,"[69.2, 7.7, 15.4, None, 7.7, None, None, None, None, None, None, None, None, None, None]"
93,LIFE SCIENCES COMMUNICATIO,ALS,120,100,010,13,3.308,"[38.5, 38.5, 7.7, 7.7, None, None, 7.7, None, None, None, None, None, None, None, None]"
94,Sci&Technology Newswriting,ALS,120,111,001,10,3.056,"[30.0, 10.0, 20.0, None, 30.0, None, None, None, None, None, None, None, None, None, 10.0]"
95,Sci&Technology Newswriting,ALS,120,212,001,18,3.694,"[61.1, 16.7, 22.2, None, None, None, None, None, None, None, None, None, None, None, None]"
96,Sci&Technology Newswriting,ALS,120,212,002,17,3.824,"[70.6, 23.5, 5.9, None, None, None, None, None, None, None, None, None, None, None, None]"
97,Rsrch Mthd: Commun Indstry,ALS,120,250,001,40,3.388,"[40.0, 20.0, 25.0, 7.5, 7.5, None, None, None, None, None, None, None, None, None, None]"
98,"Science, Media and Society",ALS,120,251,001,117,3.237,"[27.4, 26.5, 29.9, 8.5, 2.6, 2.6, 1.7, None, None, None, None, None, 0.9, None, None]"
99,Comm in Life Sci Industries,ALS,120,270,001,44,3.83,"[72.7, 20.5, 6.8, None, None, None, None, None, None, None, None, None, None, None, None]"
100,Comm in Life Sci Industries,ALS,120,332,001,19,3.789,"[68.4, 21.1, 10.5, None, None, None, None, None, None, None, None, None, None, None, None]"
101,Comm in Life Sci Industries,ALS,120,332,002,19,3.632,"[63.2, 21.1, 5.3, None, 10.5, None, None, None, None, None, None, None, None, None, None]"
102,Information Radio,ALS,120,360,001,19,3.684,"[47.4, 47.4, None, 5.3, None, None, None, None, None, None, None, None, None, None, None]"
103,Information Radio,ALS,120,399,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
104,Information Radio,ALS,120,399,003,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
105,Social Media for Life Sciences,ALS,120,432,001,52,3.49,"[50.0, 17.3, 19.2, 7.7, 5.8, None, None, None, None, None, None, None, None, None, None]"
106,Native Amer Envir Iss & Media,ALS,120,444,001,28,3.375,"[39.3, 32.1, 3.6, 14.3, 10.7, None, None, None, None, None, None, None, None, None, None]"
107,Photography for the Sciences,ALS,120,450,001,24,3.587,"[50.0, 20.8, 16.7, 8.3, None, None, None, None, None, None, None, None, None, None, 4.2]"
108,Ag Marketing NAMA,ALS,120,477,001,30,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
109,Pub Info Campaigns & Progms,ALS,120,515,002,50,3.77,"[66.0, 22.0, 12.0, None, None, None, None, None, None, None, None, None, None, None, None]"
110,Scientific Writing,ALS,120,560,001,17,3.781,"[58.8, 29.4, 5.9, None, None, None, None, None, None, None, None, None, None, 5.9, None]"
111,Advanced Video Production,ALS,120,614,001,10,3.7,"[70.0, None, 30.0, None, None, None, None, None, None, None, None, None, None, None, None]"
112,Case Studies-Com of Sci & Tech,ALS,120,640,001,23,3.565,"[39.1, 43.5, 8.7, 8.7, None, None, None, None, None, None, None, None, None, None, None]"
113,Special Problems,ALS,120,699,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
114,Colloq in Life Sci Communicatn,ALS,120,700,001,21,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
115,Concep&Design-Mass Com Rsch,ALS,120,806,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
116,Concep&Design-Mass Com Rsch,ALS,120,990,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
117,Concep&Design-Mass Com Rsch,ALS,120,990,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
118,Concep&Design-Mass Com Rsch,ALS,120,990,005,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
119,Concep&Design-Mass Com Rsch,ALS,120,990,006,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
120,Research,ALS,120,999,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
121,Research,ALS,120,999,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
122,Multifunctionality-Agriculture,ALS,130,702,001,12,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
123,Agroecology Seminar,ALS,130,710,001,13,,"[None, None, None, None, None, None, None, None, 0.1, 0.0, None, None, None, None, None]"
124,Topics in Agroecology,ALS,130,875,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
125,Topics in Agroecology,ALS,130,990,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
126,Topics in Agroecology,ALS,130,990,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
127,Topics in Agroecology,ALS,130,990,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
128,Topics in Agroecology,ALS,130,990,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
129,Topics in Agroecology,ALS,130,990,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
130,Introduction to Global Health,ALS,132,203,001,12,3.75,"[75.0, None, 25.0, None, None, None, None, None, None, None, None, None, None, None, None]"
131,Introduction to Global Health,ALS,132,299,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
132,Introduction to Global Health,ALS,132,299,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
133,Introduction to Global Health,ALS,132,299,016,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
134,Cropping Systems,ALS,132,300,001,39,3.462,"[59.0, 5.1, 20.5, 5.1, 7.7, 2.6, None, None, None, None, None, None, None, None, None]"
135,Plant Nutrition Management,ALS,132,326,001,8,3.438,"[37.5, 37.5, 12.5, None, 12.5, None, None, None, None, None, None, None, None, None, None]"
136,Plant Breeding&Biotechnolgy,ALS,132,338,001,32,3.371,"[46.9, 15.6, 15.6, 12.5, 3.1, None, 3.1, None, None, None, None, None, 3.1, None, None]"
137,Plant Cell Cult. & Genet. Eng.,ALS,132,340,001,9,3.611,"[55.6, 11.1, 33.3, None, None, None, None, None, None, None, None, None, None, None, None]"
138,World Hunger & Malnutrition,ALS,132,350,001,38,3.303,"[21.1, 36.8, 26.3, 13.2, 2.6, None, None, None, None, None, None, None, None, None, None]"
139,Diag Nutrient/Pest of Crops,ALS,132,354,001,15,3.643,"[46.7, 33.3, 6.7, 6.7, None, None, None, 6.7, None, None, None, None, None, None, None]"
140,Diag Nutrient/Pest of Crops,ALS,132,375,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
141,Diag Nutrient/Pest of Crops,ALS,132,375,004,14,2.75,"[7.1, 28.6, 35.7, 7.1, 7.1, 7.1, 7.1, None, None, None, None, None, None, None, None]"
142,Diag Nutrient/Pest of Crops,ALS,132,375,005,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
143,Cropping Systems-Tropics,ALS,132,377,001,24,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
144,Cropping Systems-Tropics,ALS,132,399,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
145,Cropping Systems-Tropics,ALS,132,399,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
146,Senior Capstone Experience,ALS,132,500,001,16,3.938,"[87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
147,Principles-Plant Breeding,ALS,132,501,001,13,2.846,"[15.4, 30.8, 15.4, None, 30.8, 7.7, None, None, None, None, None, None, None, None, None]"
148,Ethics of Modern Biotechnology,ALS,132,565,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
149,Ethics of Modern Biotechnology,ALS,132,699,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
150,Ethics of Modern Biotechnology,ALS,132,699,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
151,Ethics of Modern Biotechnology,ALS,132,699,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
152,Special Problems,ALS,132,799,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
153,Special Problems,ALS,132,799,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
154,Practicum-Agronomy Teaching,ALS,132,875,001,10,3.667,"[40.0, 40.0, 10.0, None, None, None, None, 10.0, None, None, None, None, None, None, None]"
155,Practicum-Agronomy Teaching,ALS,132,875,002,8,3.643,"[37.5, 37.5, 12.5, None, None, None, None, 12.5, None, None, None, None, None, None, None]"
156,Seminar,ALS,132,920,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
157,Seminar-Plant Breeding,ALS,132,957,001,7,3.857,"[71.4, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
158,Seminar-Plant Breeding,ALS,132,990,003,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
159,Seminar-Plant Breeding,ALS,132,990,005,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
160,Seminar-Plant Breeding,ALS,132,990,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
161,Seminar-Plant Breeding,ALS,132,990,010,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
162,Seminar-Plant Breeding,ALS,132,990,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
163,Seminar-Plant Breeding,ALS,132,990,013,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
164,Seminar-Plant Breeding,ALS,132,990,014,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
165,Seminar-Plant Breeding,ALS,132,990,015,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
166,Seminar-Plant Breeding,ALS,132,990,018,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
167,AGRONOMY,ALS,132,990,020,6,,"[None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None]"
168,General Microbiology,ALS,192,101,001,406,3.216,"[35.7, 14.8, 25.1, 10.1, 11.8, 2.0, 0.2, None, None, None, None, None, None, 0.2, None]"
169,General Microbiology,ALS,192,102,001,42,3.286,"[28.6, 14.3, 47.6, 4.8, 4.8, None, None, None, None, None, None, None, None, None, None]"
170,General Microbiology,ALS,192,102,002,41,3.573,"[41.5, 36.6, 19.5, None, 2.4, None, None, None, None, None, None, None, None, None, None]"
171,General Microbiology,ALS,192,102,003,42,3.439,"[35.7, 31.0, 19.0, 7.1, 4.8, None, None, None, None, None, None, None, 2.4, None, None]"
172,General Microbiology,ALS,192,102,004,41,3.293,"[26.8, 31.7, 26.8, 2.4, 12.2, None, None, None, None, None, None, None, None, None, None]"
173,General Microbiology Lab,ALS,192,299,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
174,General Microbiology Lab,ALS,192,299,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
175,General Microbiology Lab,ALS,192,299,030,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
176,General Microbiology Lab,ALS,192,299,034,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
177,General Microbiology Lab,ALS,192,299,043,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
178,General Microbiology Lab,ALS,192,299,061,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
179,General Microbiology Lab,ALS,192,299,071,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
180,General Microbiology Lab,ALS,192,299,091,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
181,General Microbiology Lab,ALS,192,299,097,10,3.705,"[50.0, 40.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None]"
182,Biology of Microorganisms,ALS,192,303,001,274,3.192,"[29.6, 18.6, 28.1, 13.9, 7.3, 2.2, 0.4, None, None, None, None, None, None, None, None]"
183,Biology of Microorganisms,ALS,192,304,001,37,3.27,"[29.7, 13.5, 40.5, 13.5, 2.7, None, None, None, None, None, None, None, None, None, None]"
184,Biology of Microorganisms,ALS,192,304,002,40,3.213,"[27.5, 10.0, 45.0, 12.5, 5.0, None, None, None, None, None, None, None, None, None, None]"
185,Biology of Microorganisms,ALS,192,304,003,37,3.365,"[35.1, 8.1, 51.4, 5.4, None, None, None, None, None, None, None, None, None, None, None]"
186,Biology of Microorganisms,ALS,192,304,004,36,3.167,"[33.3, 5.6, 41.7, 11.1, 2.8, 5.6, None, None, None, None, None, None, None, None, None]"
187,Biology of Microorganisms Lab,ALS,192,305,001,16,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
188,Biology of Microorganisms Lab,ALS,192,305,002,13,3.962,"[92.3, 7.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
189,Biology of Microorganisms Lab,ALS,192,305,003,18,3.972,"[94.4, 5.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
190,Biology of Microorganisms Lab,ALS,192,305,004,14,3.964,"[92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None]"
191,Host-Parasite Interactions,ALS,192,330,001,72,3.167,"[43.1, 9.7, 23.6, 4.2, 11.1, 6.9, 1.4, None, None, None, None, None, None, None, None]"
192,Special Topics,ALS,192,375,002,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
193,Special Topics,ALS,192,450,001,32,3.145,"[25.0, 18.8, 37.5, 3.1, 6.3, 6.3, None, None, 3.1, None, None, None, None, None, None]"
194,Special Topics,ALS,192,450,002,49,3.286,"[24.5, 22.4, 42.9, 6.1, 4.1, None, None, None, None, None, None, None, None, None, None]"
195,"Divrsty, Ecol&Evolutn-Microorg",ALS,192,470,001,21,2.571,"[4.8, 14.3, 28.6, 23.8, 19.0, 4.8, 4.8, None, None, None, None, None, None, None, None]"
196,"Divrsty, Ecol&Evolutn-Microorg",ALS,192,470,002,59,2.737,"[16.9, 15.3, 22.0, 15.3, 15.3, 8.5, 3.4, None, 1.7, None, None, None, 1.7, None, None]"
197,Soil Microbiology & Biochem,ALS,192,523,001,14,3.286,"[21.4, 21.4, 50.0, 7.1, None, None, None, None, None, None, None, None, None, None, None]"
198,Physiol of Microorganisms,ALS,192,526,002,37,3.23,"[27.0, 29.7, 24.3, 10.8, 5.4, None, 2.7, None, None, None, None, None, None, None, None]"
199,Topics in Biotechnology,ALS,192,545,001,38,3.934,"[89.5, 7.9, 2.6, None, None, None, None, None, None, None, None, None, None, None, None]"
200,Topics in Biotechnology,ALS,192,551,001,29,3.621,"[55.2, 27.6, 13.8, None, None, 3.4, None, None, None, None, None, None, None, None, None]"
201,Topics in Biotechnology,ALS,192,551,002,26,3.64,"[65.4, 15.4, 7.7, None, 3.8, 3.8, None, None, None, None, None, None, 3.8, None, None]"
