,#1,#2,#3,#4,#5,#6,#7,#8
855,Special Topics,ALS,694,421,001,13,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
856,Special Topics,ALS,694,421,002,16,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
857,Undergrad Capstone Seminar Lab,ALS,694,500,001,33,3.879,"[87.9, None, 12.1, None, None, None, None, None, None, None, None, None, None, None, None]"
858,Biochm Prin-Human&Anml Nutr,ALS,694,510,001,40,3.075,"[12.5, 30.0, 27.5, 20.0, 10.0, None, None, None, None, None, None, None, None, None, None]"
859,Applications-Clin Nutrition,ALS,694,520,001,18,3.556,"[50.0, 11.1, 38.9, None, None, None, None, None, None, None, None, None, None, None, None]"
860,Intro Seminar in Nutrition,ALS,694,600,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
861,Experimental Diet Design,ALS,694,626,001,13,3.462,"[30.8, 30.8, 38.5, None, None, None, None, None, None, None, None, None, None, None, None]"
862,Clinical Nutrition,ALS,694,631,001,61,3.164,"[19.7, 32.8, 29.5, 6.6, 6.6, 4.9, None, None, None, None, None, None, None, None, None]"
863,Adv Clin Nutr: Crit Care Nutr,ALS,694,650,001,20,3.675,"[40.0, 55.0, 5.0, None, None, None, None, None, None, None, None, None, None, None, None]"
864,Nutr & Dietetics Practicum I,ALS,694,670,001,12,3.833,"[75.0, 16.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None]"
865,Senior Honors Thesis,ALS,694,682,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
866,Senior Thesis-Nutrition,ALS,694,691,016,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
867,Senior Thesis-Nutrition,ALS,694,699,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
868,Senior Thesis-Nutrition,ALS,694,699,009,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
869,Senior Thesis-Nutrition,ALS,694,699,012,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
870,Senior Thesis-Nutrition,ALS,694,699,015,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
871,Senior Thesis-Nutrition,ALS,694,699,017,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
872,Senior Thesis-Nutrition,ALS,694,699,070,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
873,Pract-Nutri Sciences Tchg,ALS,694,799,065,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
874,Special Topics,ALS,694,875,002,11,3.909,"[81.8, 18.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
875,Smr-Nutr&Metabolism (Adv),ALS,694,901,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
876,Seminar-Nutrition,ALS,694,931,001,18,4.0,"[5.6, None, None, None, None, None, None, 94.4, None, None, None, None, None, None, None]"
877,Seminar-Nutrition,ALS,694,991,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
878,Seminar-Nutrition,ALS,694,991,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
879,Seminar-Nutrition,ALS,694,991,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
880,Seminar-Nutrition,ALS,694,991,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
881,NUTRITIONAL SCIENCES,ALS,694,991,009,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
882,NUTRITIONAL SCIENCES,ALS,694,991,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
883,NUTRITIONAL SCIENCES,ALS,694,991,013,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
884,NUTRITIONAL SCIENCES,ALS,694,991,015,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
885,NUTRITIONAL SCIENCES,ALS,694,991,016,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
886,NUTRITIONAL SCIENCES,ALS,694,991,017,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
887,NUTRITIONAL SCIENCES,ALS,694,991,063,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
888,NUTRITIONAL SCIENCES,ALS,694,991,064,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
889,NUTRITIONAL SCIENCES,ALS,694,991,065,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
890,Independent Study-Nutrition,ALS,694,993,004,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
891,"Plants, Parasites, & People",ALS,766,123,001,45,3.456,"[48.9, 20.0, 22.2, 4.4, None, 2.2, 2.2, None, None, None, None, None, None, None, None]"
892,"Plants, Parasites, & People",ALS,766,299,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
893,"Plants, Parasites, & People",ALS,766,299,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
894,"Plants, Parasites, & People",ALS,766,299,035,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
895,"Plants, Parasites, & People",ALS,766,299,040,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
896,Intro to Plant Pathology,ALS,766,300,001,92,3.163,"[34.8, 9.8, 31.5, 12.0, 7.6, 3.3, 1.1, None, None, None, None, None, None, None, None]"
897,Diseases of Trees and Shrubs,ALS,766,309,001,7,3.286,"[28.6, 28.6, 14.3, 28.6, None, None, None, None, None, None, None, None, None, None, None]"
898,Global Food Security,ALS,766,311,001,17,3.735,"[58.8, 29.4, 11.8, None, None, None, None, None, None, None, None, None, None, None, None]"
899,Soil Biology,ALS,766,323,001,7,3.429,"[42.9, 14.3, 28.6, 14.3, None, None, None, None, None, None, None, None, None, None, None]"
900,Special Topics,ALS,766,375,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
901,Special Topics,ALS,766,590,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
902,Special Topics,ALS,766,590,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
903,Special Topics,ALS,766,590,017,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
904,Special Topics,ALS,766,590,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
905,Colloquium in Env Tox,ALS,766,606,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
906,Gen Virology-Multiplication,ALS,766,640,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
907,Senior Honors Thesis,ALS,766,681,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
908,Senior Honors Thesis,ALS,766,682,014,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
909,Senior Honors Thesis,ALS,766,699,002,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
910,Senior Honors Thesis,ALS,766,699,004,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
911,Senior Honors Thesis,ALS,766,699,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
912,Senior Honors Thesis,ALS,766,699,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
913,Senior Honors Thesis,ALS,766,699,014,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
914,Senior Honors Thesis,ALS,766,699,016,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
915,Senior Honors Thesis,ALS,766,699,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
916,Pract-Plant Pathology Tchg,ALS,766,799,005,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
917,Inquiry-Based Biology Teaching,ALS,766,800,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
918,Teaching Biol: Special Topics,ALS,766,801,002,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
919,Special Topics,ALS,766,875,002,7,3.714,"[85.7, None, None, None, 14.3, None, None, None, None, None, None, None, None, None, None]"
920,Seminar,ALS,766,923,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
921,Seminar,ALS,766,990,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
922,Seminar,ALS,766,990,003,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
923,Seminar,ALS,766,990,004,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
924,Seminar,ALS,766,990,005,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
925,Seminar,ALS,766,990,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
926,Seminar,ALS,766,990,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
927,Seminar,ALS,766,990,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
928,Seminar,ALS,766,990,011,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
929,Seminar,ALS,766,990,014,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
930,Seminar,ALS,766,990,017,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
931,PLANT PATHOLOGY,ALS,766,990,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
932,PLANT PATHOLOGY,ALS,766,990,035,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
933,PLANT PATHOLOGY,ALS,766,990,039,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
934,PLANT PATHOLOGY,ALS,766,990,040,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
935,COMMUNITY & ENVIRONMENTA,ALS,864,140,001,19,2.5,"[15.8, None, 31.6, 26.3, 10.5, 5.3, 10.5, None, None, None, None, None, None, None, None]"
936,COMMUNITY & ENVIRONMENTA,ALS,864,140,002,19,2.947,"[None, 31.6, 57.9, None, 5.3, None, 5.3, None, None, None, None, None, None, None, None]"
937,Survey of Sociology,ALS,864,210,001,37,3.216,"[16.2, 29.7, 43.2, 8.1, None, 2.7, None, None, None, None, None, None, None, None, None]"
938,The Sociological Enterprise,ALS,864,211,001,12,2.792,"[8.3, 8.3, 50.0, 16.7, 8.3, 8.3, None, None, None, None, None, None, None, None, None]"
939,"Envir, Nat Resources & Society",ALS,864,248,001,19,3.632,"[68.4, 21.1, 5.3, None, None, None, 5.3, None, None, None, None, None, None, None, None]"
940,Issues in Food Systems,ALS,864,340,001,16,3.833,"[62.5, 31.3, None, None, None, None, None, None, None, None, None, None, 6.3, None, None]"
941,Meth-Sociological Inquiry,ALS,864,357,001,32,3.578,"[46.9, 28.1, 18.8, 6.3, None, None, None, None, None, None, None, None, None, None, None]"
942,Stats for Sociologists I,ALS,864,360,001,11,2.636,"[9.1, 9.1, 18.2, 27.3, 36.4, None, None, None, None, None, None, None, None, None, None]"
943,Data Mgt for Sociological Res,ALS,864,365,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
944,Coord Intrnshp/Cooprtv Educ,ALS,864,399,063,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
945,Capstone Experience,ALS,864,500,001,19,3.895,"[89.5, 5.3, None, 5.3, None, None, None, None, None, None, None, None, None, None, None]"
946,Public Hlth-Rural & Urban Comm,ALS,864,533,001,16,3.654,"[43.8, 25.0, 6.3, 6.3, None, None, None, None, None, None, None, None, 18.8, None, None]"
947,Envir Stwrdshp & Soc Justice,ALS,864,541,001,31,3.518,"[35.5, 38.7, 3.2, 9.7, 3.2, None, None, None, None, None, None, None, 9.7, None, None]"
948,Poverty and Place,ALS,864,578,001,8,3.375,"[25.0, 37.5, 25.0, 12.5, None, None, None, None, None, None, None, None, None, None, None]"
949,Community Development,ALS,864,617,001,15,3.433,"[40.0, 20.0, 26.7, 13.3, None, None, None, None, None, None, None, None, None, None, None]"
950,Soc:Devlp Societies/3rd Wld,ALS,864,630,001,8,3.357,"[12.5, 50.0, 12.5, 12.5, None, None, None, 12.5, None, None, None, None, None, None, None]"
951,Soc:Devlp Societies/3rd Wld,ALS,864,699,063,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
952,Soc:Devlp Societies/3rd Wld,ALS,864,699,071,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
953,Special Problems,ALS,864,990,063,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
954,Special Problems,ALS,864,990,072,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
955,Research:Soc of Econ Chnge,ALS,864,993,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
956,Research:Soc of Econ Chnge,ALS,864,999,063,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
957,Research:Soc of Econ Chnge,ALS,864,999,076,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
958,Research:Soc of Econ Chnge,ALS,864,999,093,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
959,Cooperative Educ-Soil Science,ALS,908,1,048,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
960,Cooperative Educ-Soil Science,ALS,908,299,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
961,Cooperative Educ-Soil Science,ALS,908,299,047,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
962,Cooperative Educ-Soil Science,ALS,908,299,048,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
963,General Soil Science,ALS,908,301,001,73,2.91,"[19.2, 17.8, 21.9, 19.2, 15.1, 4.1, 1.4, None, None, None, None, None, 1.4, None, None]"
964,Soils and Environmental Chem,ALS,908,321,001,21,3.405,"[33.3, 23.8, 38.1, None, 4.8, None, None, None, None, None, None, None, None, None, None]"
965,Soil Biology,ALS,908,323,001,15,3.533,"[66.7, 6.7, 6.7, 6.7, 13.3, None, None, None, None, None, None, None, None, None, None]"
966,Soils and Envrnmtl Quality,ALS,908,324,001,16,3.633,"[56.3, 12.5, 18.8, 6.3, None, None, None, 6.3, None, None, None, None, None, None, None]"
967,Pedology,ALS,908,325,001,9,3.5,"[33.3, 33.3, 33.3, None, None, None, None, None, None, None, None, None, None, None, None]"
968,Grassland Ecology,ALS,908,370,001,8,3.938,"[87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
969,On-Site Waste Water Treatment,ALS,908,372,001,6,3.25,"[33.3, 16.7, 16.7, 33.3, None, None, None, None, None, None, None, None, None, None, None]"
970,Coord Intrnshp/Cooprtv Educ,ALS,908,399,048,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
971,Soil Management,ALS,908,499,001,7,3.857,"[71.4, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, None]"
972,Colloquium in Env Tox,ALS,908,606,001,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
973,Soil Physics,ALS,908,622,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
974,Special Problems,ALS,908,699,052,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
975,Graduate Seminar,ALS,908,728,001,19,4.0,"[5.3, None, None, None, None, None, None, 94.7, None, None, None, None, None, None, None]"
976,Pract-Soil Science Teaching,ALS,908,799,099,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
977,Pract-Soil Science Teaching,ALS,908,990,004,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
978,Pract-Soil Science Teaching,ALS,908,990,006,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
979,Pract-Soil Science Teaching,ALS,908,990,007,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
980,Pract-Soil Science Teaching,ALS,908,990,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
981,Pract-Soil Science Teaching,ALS,908,990,009,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
982,Pract-Soil Science Teaching,ALS,908,990,047,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
983,Pract-Soil Science Teaching,ALS,908,990,048,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
984,Pract-Soil Science Teaching,ALS,908,990,052,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
985,Pract-Soil Science Teaching,ALS,908,990,055,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
986,AIR FORCE AEROSPACE STUDIE,AMN,102,101,001,10,3.7,"[50.0, 40.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None]"
987,AIR FORCE AEROSPACE STUDIE,AMN,102,101,002,13,3.808,"[61.5, 38.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
988,Evolution of US Air & Space I,AMN,102,201,001,24,3.783,"[62.5, 29.2, None, 4.2, None, None, None, None, None, None, None, None, None, None, 4.2]"
989,Leadership Studies I,AMN,102,301,001,14,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
990,National Security Affairs,AMN,102,401,001,13,3.846,"[69.2, 30.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
991,MILITARY SCIENCE,AMN,644,101,001,13,3.962,"[92.3, 7.7, None, None, None, None, None, None, None, None, None, None, None, None, None]"
992,MILITARY SCIENCE,AMN,644,101,002,14,3.821,"[78.6, 7.1, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
993,MILITARY SCIENCE,AMN,644,101,003,11,3.727,"[54.5, 36.4, 9.1, None, None, None, None, None, None, None, None, None, None, None, None]"
994,Leadership Lab 1A,AMN,644,110,001,20,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
995,Leadership Lab 1A,AMN,644,201,001,17,3.765,"[88.2, None, None, None, 11.8, None, None, None, None, None, None, None, None, None, None]"
996,Leadership Lab 1A,AMN,644,201,002,6,3.75,"[83.3, None, None, 16.7, None, None, None, None, None, None, None, None, None, None, None]"
997,Leadership Lab 2A,AMN,644,210,001,17,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
998,Leadership and Problem Solving,AMN,644,301,001,13,3.692,"[92.3, None, None, None, None, None, 7.7, None, None, None, None, None, None, None, None]"
999,Leadership Lab 3A,AMN,644,310,001,13,3.692,"[92.3, None, None, None, None, None, 7.7, None, None, None, None, None, None, None, None]"
1000,Leadership and Management,AMN,644,401,001,19,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1001,Leadership Lab 4A,AMN,644,410,001,21,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1002,Intro to Naval Science,AMN,672,101,001,20,3.7,"[50.0, 40.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None]"
1003,Intro Naval Lab I,AMN,672,175,001,20,3.947,"[85.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None, 5.0]"
1004,Naval Leadership&Management,AMN,672,201,001,18,3.556,"[61.1, 22.2, 11.1, None, None, None, 5.6, None, None, None, None, None, None, None, None]"
1005,Elementary Naval Lab I,AMN,672,275,001,14,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1006,Intermed Naval Lab I,AMN,672,375,001,13,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1007,Naval Operations,AMN,672,401,001,6,3.833,"[66.7, 33.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1008,Advanced Naval Laboratory I,AMN,672,475,001,10,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1009,Professional Naval Lab I,AMN,672,575,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1010,GENERAL BUSINESS,BUS,231,120,003,24,3.854,"[79.2, 12.5, 8.3, None, None, None, None, None, None, None, None, None, None, None, None]"
1011,GENERAL BUSINESS,BUS,231,120,004,25,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1012,GENERAL BUSINESS,BUS,231,120,005,23,3.87,"[91.3, None, 4.3, None, 4.3, None, None, None, None, None, None, None, None, None, None]"
1013,GENERAL BUSINESS,BUS,231,120,006,25,3.96,"[92.0, 8.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1014,GENERAL BUSINESS,BUS,231,120,007,24,3.938,"[91.7, 4.2, 4.2, None, None, None, None, None, None, None, None, None, None, None, None]"
1015,GENERAL BUSINESS,BUS,231,120,008,24,3.813,"[83.3, 8.3, None, 4.2, 4.2, None, None, None, None, None, None, None, None, None, None]"
1016,GENERAL BUSINESS,BUS,231,120,009,24,3.979,"[95.8, 4.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1017,GENERAL BUSINESS,BUS,231,120,012,20,3.9,"[80.0, 20.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1018,GENERAL BUSINESS,BUS,231,120,014,23,3.978,"[95.7, 4.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1019,GENERAL BUSINESS,BUS,231,120,015,23,3.717,"[69.6, 13.0, 13.0, None, 4.3, None, None, None, None, None, None, None, None, None, None]"
1020,GENERAL BUSINESS,BUS,231,120,016,25,3.94,"[92.0, 4.0, 4.0, None, None, None, None, None, None, None, None, None, None, None, None]"
1021,GENERAL BUSINESS,BUS,231,120,017,24,3.958,"[91.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1022,GENERAL BUSINESS,BUS,231,120,018,24,3.958,"[91.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1023,GENERAL BUSINESS,BUS,231,120,019,24,3.917,"[91.7, 4.2, None, 4.2, None, None, None, None, None, None, None, None, None, None, None]"
1024,GENERAL BUSINESS,BUS,231,120,020,23,3.717,"[78.3, 8.7, 4.3, 4.3, None, 4.3, None, None, None, None, None, None, None, None, None]"
1025,GENERAL BUSINESS,BUS,231,120,022,19,3.921,"[84.2, 15.8, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1026,GENERAL BUSINESS,BUS,231,120,023,15,3.6,"[53.3, 20.0, 20.0, 6.7, None, None, None, None, None, None, None, None, None, None, None]"
1027,GENERAL BUSINESS,BUS,231,120,024,24,3.938,"[91.7, 4.2, 4.2, None, None, None, None, None, None, None, None, None, None, None, None]"
1028,GENERAL BUSINESS,BUS,231,120,025,18,3.667,"[72.2, 11.1, 11.1, None, None, 5.6, None, None, None, None, None, None, None, None, None]"
1029,GENERAL BUSINESS,BUS,231,120,026,24,3.917,"[91.7, None, 8.3, None, None, None, None, None, None, None, None, None, None, None, None]"
1030,GENERAL BUSINESS,BUS,231,120,027,25,3.98,"[96.0, 4.0, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1031,GENERAL BUSINESS,BUS,231,120,028,24,3.917,"[87.5, 8.3, 4.2, None, None, None, None, None, None, None, None, None, None, None, None]"
1032,GENERAL BUSINESS,BUS,231,120,029,24,3.792,"[83.3, 4.2, 4.2, 4.2, 4.2, None, None, None, None, None, None, None, None, None, None]"
1033,GENERAL BUSINESS,BUS,231,120,030,23,3.761,"[73.9, 13.0, 4.3, 8.7, None, None, None, None, None, None, None, None, None, None, None]"
1034,Pers & Prof Foundation in Bus,BUS,231,130,001,24,3.938,"[95.8, None, None, 4.2, None, None, None, None, None, None, None, None, None, None, None]"
1035,Pers & Prof Foundation in Bus,BUS,231,130,002,23,3.891,"[87.0, 4.3, 8.7, None, None, None, None, None, None, None, None, None, None, None, None]"
1036,Pers & Prof Foundation in Bus,BUS,231,130,003,24,3.875,"[79.2, 16.7, 4.2, None, None, None, None, None, None, None, None, None, None, None, None]"
1037,Pers & Prof Foundation in Bus,BUS,231,130,004,25,3.76,"[80.0, 12.0, None, 4.0, None, 4.0, None, None, None, None, None, None, None, None, None]"
1038,Pers & Prof Foundation in Bus,BUS,231,130,005,24,3.854,"[87.5, 4.2, 4.2, None, 4.2, None, None, None, None, None, None, None, None, None, None]"
1039,Pers & Prof Foundation in Bus,BUS,231,130,006,25,3.9,"[88.0, 8.0, None, 4.0, None, None, None, None, None, None, None, None, None, None, None]"
1040,Pers & Prof Foundation in Bus,BUS,231,130,007,26,3.769,"[65.4, 26.9, 3.8, 3.8, None, None, None, None, None, None, None, None, None, None, None]"
1041,Pers & Prof Foundation in Bus,BUS,231,130,008,22,3.682,"[72.7, 18.2, 4.5, None, None, None, 4.5, None, None, None, None, None, None, None, None]"
1042,Pers & Prof Foundation in Bus,BUS,231,130,009,24,3.792,"[79.2, 12.5, None, 4.2, 4.2, None, None, None, None, None, None, None, None, None, None]"
1043,Pers & Prof Foundation in Bus,BUS,231,130,012,26,3.904,"[88.5, 3.8, 7.7, None, None, None, None, None, None, None, None, None, None, None, None]"
1044,Pers & Prof Foundation in Bus,BUS,231,130,013,20,3.6,"[75.0, 10.0, 5.0, None, 5.0, None, 5.0, None, None, None, None, None, None, None, None]"
1045,Pers & Prof Foundation in Bus,BUS,231,130,014,23,3.977,"[91.3, 4.3, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1046,Pers & Prof Foundation in Bus,BUS,231,130,015,22,3.636,"[63.6, 18.2, 13.6, None, None, 4.5, None, None, None, None, None, None, None, None, None]"
1047,Pers & Prof Foundation in Bus,BUS,231,130,016,22,3.091,"[50.0, 9.1, 9.1, 9.1, 13.6, None, 9.1, None, None, None, None, None, None, None, None]"
1048,Facilitation in Peer Env,BUS,231,140,043,37,3.892,"[83.8, 13.5, None, 2.7, None, None, None, None, None, None, None, None, None, None, None]"
1049,Facilitation in Peer Env,BUS,231,300,001,27,3.519,"[29.6, 48.1, 18.5, 3.7, None, None, None, None, None, None, None, None, None, None, None]"
1050,Facilitation in Peer Env,BUS,231,300,002,26,3.923,"[84.6, 15.4, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1051,Facilitation in Peer Env,BUS,231,300,003,25,3.62,"[64.0, 28.0, None, None, 4.0, None, 4.0, None, None, None, None, None, None, None, None]"
1052,Facilitation in Peer Env,BUS,231,300,004,27,3.87,"[74.1, 25.9, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1053,GENERAL BUSINESS,BUS,231,300,005,26,3.827,"[69.2, 26.9, 3.8, None, None, None, None, None, None, None, None, None, None, None, None]"
1054,GENERAL BUSINESS,BUS,231,300,006,27,3.889,"[77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1055,GENERAL BUSINESS,BUS,231,300,007,27,3.889,"[77.8, 22.2, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1056,GENERAL BUSINESS,BUS,231,300,008,26,3.808,"[61.5, 38.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
1057,GENERAL BUSINESS,BUS,231,300,009,27,3.685,"[48.1, 48.1, None, None, 3.7, None, None, None, None, None, None, None, None, None, None]"
1058,GENERAL BUSINESS,BUS,231,300,012,26,3.865,"[80.8, 11.5, 7.7, None, None, None, None, None, None, None, None, None, None, None, None]"
1059,GENERAL BUSINESS,BUS,231,300,013,23,3.696,"[52.2, 39.1, 4.3, 4.3, None, None, None, None, None, None, None, None, None, None, None]"
