,#1,#2,#3,#4,#5,#6,#7,#8
4506,Smr in Poetics-Polyseminar,L&S,260,990,008,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4507,Smr in Poetics-Polyseminar,L&S,260,990,012,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4508,Smr in Poetics-Polyseminar,L&S,260,990,018,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4509,Introduction to Computation,L&S,266,202,001,89,3.635,"[62.9, 20.2, 9.0, 3.4, 2.2, 1.1, 1.1, None, None, None, None, None, None, None, None]"
4510,Introduction to Computation,L&S,266,240,001,78,3.224,"[30.8, 11.5, 39.7, 9.0, 3.8, 1.3, 1.3, None, None, None, None, None, 1.3, None, None]"
4511,Introduction to Computation,L&S,266,240,002,106,3.071,"[21.7, 9.4, 44.3, 14.2, 7.5, 0.9, 0.9, None, None, None, None, None, 0.9, None, None]"
4512,Intro to Discrete Mathematics,L&S,266,252,001,45,3.3,"[44.4, 13.3, 22.2, 6.7, 8.9, 4.4, None, None, None, None, None, None, None, None, None]"
4513,Intro to Discrete Mathematics,L&S,266,252,002,137,3.617,"[68.6, 14.6, 8.8, 2.2, 1.5, 1.5, 2.9, None, None, None, None, None, None, None, None]"
4514,Intro to Computer Engineering,L&S,266,301,001,135,3.326,"[29.6, 25.2, 31.9, 3.0, 3.7, 0.7, 1.5, 3.7, None, None, None, None, 0.7, None, None]"
4515,Intro to Computer Engineering,L&S,266,301,002,137,3.357,"[29.9, 34.3, 22.6, 7.3, 2.9, 1.5, 0.7, None, None, None, None, None, None, 0.7, None]"
4516,Intro Data Programming,L&S,266,302,001,223,2.9,"[17.0, 19.7, 30.5, 9.9, 12.6, 6.3, 2.2, 1.8, None, None, None, None, None, None, None]"
4517,Intro Data Programming,L&S,266,302,002,229,2.937,"[17.5, 19.7, 30.1, 9.2, 14.8, 4.4, 1.7, 2.2, None, None, None, None, None, None, None]"
4518,Intro Data Programming,L&S,266,302,003,103,3.114,"[29.1, 18.4, 27.2, 7.8, 10.7, 1.9, 2.9, None, None, None, None, None, 1.9, None, None]"
4519,Intro Data Programming,L&S,266,302,004,52,3.069,"[19.2, 25.0, 34.6, 7.7, 3.8, 5.8, 1.9, None, None, None, None, None, 1.9, None, None]"
4520,Intro Data Programming,L&S,266,302,006,53,3.132,"[18.9, 26.4, 35.8, 7.5, 7.5, 3.8, None, None, None, None, None, None, None, None, None]"
4521,Introduction to Programming,L&S,266,304,001,6,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4522,Introduction to Programming,L&S,266,304,002,8,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4523,Introduction to Programming,L&S,266,304,003,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4524,Introduction to Programming,L&S,266,304,004,9,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4525,Introduction to Programming,L&S,266,304,005,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4526,Introduction to Programming,L&S,266,304,006,9,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4527,Introduction to Programming,L&S,266,304,007,7,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4528,Prob Solvng Using Computers,L&S,266,310,001,97,3.144,"[27.8, 22.7, 21.6, 11.3, 9.3, 2.1, 2.1, 1.0, 1.0, None, None, None, None, 1.0, None]"
4529,Prob Solvng Using Computers,L&S,266,352,001,62,2.798,"[9.7, 27.4, 24.2, 12.9, 17.7, 4.8, 3.2, None, None, None, None, None, None, None, None]"
4530,Prob Solvng Using Computers,L&S,266,352,002,61,2.762,"[8.2, 26.2, 21.3, 24.6, 11.5, 3.3, 4.9, None, None, None, None, None, None, None, None]"
4531,Digital System Fundamentals,L&S,266,354,001,93,3.032,"[23.7, 22.6, 19.4, 18.3, 11.8, 2.2, 2.2, None, None, None, None, None, None, None, None]"
4532,Digital System Fundamentals,L&S,266,354,002,85,2.958,"[24.7, 18.8, 24.7, 10.6, 9.4, 8.2, 2.4, 1.2, None, None, None, None, None, None, None]"
4533,Machine Organizatn&Progrmng,L&S,266,367,001,208,2.983,"[25.0, 9.1, 31.3, 13.5, 14.4, 2.9, 1.4, 1.4, None, None, None, None, 1.0, None, None]"
4534,Machine Organizatn&Progrmng,L&S,266,367,002,181,2.972,"[26.5, 6.6, 29.3, 17.7, 13.8, 3.3, 1.1, 0.6, 0.6, None, None, None, None, 0.6, None]"
4535,Machine Organizatn&Progrmng,L&S,266,367,003,84,3.399,"[38.1, 27.4, 17.9, 14.3, 1.2, None, 1.2, None, None, None, None, None, None, None, None]"
4536,Intro to Data Structures,L&S,266,368,001,65,,"[None, None, None, None, None, None, None, None, 0.8, 6.2, 13.8, None, None, None, None]"
4537,Intro to Data Structures,L&S,266,368,002,39,,"[None, None, None, None, None, None, None, None, 0.8, 2.1, 15.4, None, None, None, None]"
4538,Learn a Programming Language,L&S,266,402,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4539,Learn a Programming Language,L&S,266,402,002,8,3.938,"[87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4540,Learn a Programming Language,L&S,266,402,003,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4541,Learn a Programming Language,L&S,266,402,004,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4542,Learn a Programming Language,L&S,266,402,005,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4543,Learn a Programming Language,L&S,266,402,006,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4544,Found of Mobl Systms&Applctns,L&S,266,407,001,60,3.767,"[65.0, 26.7, 6.7, None, 1.7, None, None, None, None, None, None, None, None, None, None]"
4545,Intro to Numerical Methods,L&S,266,412,001,35,2.941,"[31.4, 20.0, 8.6, 14.3, 8.6, 11.4, 2.9, None, None, None, None, None, None, 2.9, None]"
4546,Intro-Combinatrl Optimizatn,L&S,266,425,001,18,2.722,"[11.1, 16.7, 27.8, 16.7, 16.7, 11.1, None, None, None, None, None, None, None, None, None]"
4547,Introduction to Cryptography,L&S,266,435,001,38,3.25,"[31.6, 28.9, 23.7, 10.5, None, None, 5.3, None, None, None, None, None, None, None, None]"
4548,Intro-Combinatorics,L&S,266,475,001,10,3.3,"[30.0, 20.0, 30.0, 20.0, None, None, None, None, None, None, None, None, None, None, None]"
4549,Software Engineering,L&S,266,506,001,52,3.16,"[26.9, 17.3, 36.5, 1.9, 7.7, 5.8, None, 3.8, None, None, None, None, None, None, None]"
4550,Numerical Analysis,L&S,266,514,001,9,3.278,"[66.7, None, None, 11.1, 11.1, 11.1, None, None, None, None, None, None, None, None, None]"
4551,Intro to Theory of Computing,L&S,266,520,001,41,2.732,"[17.1, 12.2, 24.4, 22.0, 14.6, 4.9, 4.9, None, None, None, None, None, None, None, None]"
4552,Linear Programming Methods,L&S,266,525,001,26,2.865,"[23.1, 11.5, 34.6, 7.7, 11.5, 7.7, 3.8, None, None, None, None, None, None, None, None]"
4553,Advanced Linear Programming,L&S,266,526,001,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4554,Thry&Appl of Pattrn Recgntn,L&S,266,532,001,26,3.217,"[34.6, 19.2, 15.4, 3.8, 11.5, None, 3.8, 7.7, None, None, None, None, None, 3.8, None]"
4555,Image Processing,L&S,266,533,001,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4556,Computational Photography,L&S,266,534,001,64,3.344,"[39.1, 31.3, 12.5, 6.3, 6.3, 3.1, 1.6, None, None, None, None, None, None, None, None]"
4557,Intro-Progm Langs&Compilers,L&S,266,536,001,70,3.371,"[51.4, 12.9, 20.0, 4.3, 5.7, 4.3, 1.4, None, None, None, None, None, None, None, None]"
4558,Intro to Operating Systems,L&S,266,537,001,191,3.267,"[40.3, 16.8, 21.5, 11.5, 7.3, 2.6, None, None, None, None, None, None, None, None, None]"
4559,Intro to Operating Systems,L&S,266,540,001,79,3.127,"[26.6, 12.7, 36.7, 6.3, 8.9, 2.5, 1.3, None, None, None, None, None, 2.5, None, 2.5]"
4560,Intro to Operating Systems,L&S,266,540,002,57,3.14,"[36.8, 15.8, 15.8, 12.3, 14.0, 5.3, None, None, None, None, None, None, None, None, None]"
4561,Intro to Operating Systems,L&S,266,540,003,55,3.34,"[23.6, 21.8, 30.9, 7.3, 1.8, None, None, 1.8, None, None, None, None, 5.5, None, 7.3]"
4562,Intro to Operating Systems,L&S,266,540,004,31,3.161,"[35.5, 19.4, 16.1, 19.4, 3.2, 3.2, 3.2, None, None, None, None, None, None, None, None]"
4563,Intro to Operating Systems,L&S,266,540,005,65,3.461,"[33.8, 33.8, 27.7, 1.5, None, None, 1.5, None, None, None, None, None, None, 1.5, None]"
4564,Intro-Computer Architecture,L&S,266,552,001,14,2.536,"[7.1, 14.3, 28.6, 7.1, 35.7, None, 7.1, None, None, None, None, None, None, None, None]"
4565,Computer Graphics,L&S,266,559,001,56,2.893,"[19.6, 19.6, 30.4, 8.9, 12.5, 3.6, 5.4, None, None, None, None, None, None, None, None]"
4566,Computer Graphics,L&S,266,564,001,64,3.214,"[23.4, 28.1, 31.3, 12.5, 3.1, None, 1.6, None, None, None, None, None, None, None, None]"
4567,Computer Graphics,L&S,266,564,002,47,3.343,"[29.8, 29.8, 27.7, 8.5, 4.3, None, None, None, None, None, None, None, None, None, None]"
4568,Introduction to Bioinformatics,L&S,266,576,001,50,2.989,"[30.0, 18.0, 12.0, 12.0, 8.0, 4.0, 6.0, None, None, None, None, None, None, None, 10.0]"
4569,Introduction to Bioinformatics,L&S,266,577,001,94,3.0,"[28.7, 16.0, 12.8, 16.0, 22.3, 3.2, None, 1.1, None, None, None, None, None, None, None]"
4570,Introduction to Bioinformatics,L&S,266,577,002,87,2.988,"[24.1, 11.5, 21.8, 20.7, 16.1, 2.3, None, 3.4, None, None, None, None, None, None, None]"
4571,Undergrad Topics-Computing,L&S,266,638,001,49,,"[None, None, None, None, None, None, None, 87.8, 12.2, None, None, None, None, None, None]"
4572,Intro to Computer Networks,L&S,266,640,001,69,3.094,"[26.1, 23.2, 27.5, 7.2, 7.2, 8.7, None, None, None, None, None, None, None, None, None]"
4573,Intro to Computer Networks,L&S,266,681,090,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4574,Intro to Computer Networks,L&S,266,681,112,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4575,Senior Honors Thesis,L&S,266,682,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4576,Senior Honors Thesis,L&S,266,682,013,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4577,Senior Honors Thesis,L&S,266,699,004,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4578,Senior Honors Thesis,L&S,266,699,005,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4579,Senior Honors Thesis,L&S,266,699,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4580,COMPUTER SCIENCES,L&S,266,699,008,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4581,COMPUTER SCIENCES,L&S,266,699,018,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4582,COMPUTER SCIENCES,L&S,266,699,029,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4583,COMPUTER SCIENCES,L&S,266,699,082,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4584,COMPUTER SCIENCES,L&S,266,699,090,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4585,COMPUTER SCIENCES,L&S,266,699,097,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4586,COMPUTER SCIENCES,L&S,266,699,101,10,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4587,Construction of Compilers,L&S,266,701,001,16,3.8,"[56.3, 37.5, None, None, None, None, None, None, None, None, None, None, 6.3, None, None]"
4588,Adv Prog Language&Compilers,L&S,266,703,001,11,3.727,"[45.5, 54.5, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4589,Analysis of Software Artifacts,L&S,266,706,001,9,3.813,"[55.6, 33.3, None, None, None, None, None, 11.1, None, None, None, None, None, None, None]"
4590,Methods of Computatnl Math I,L&S,266,714,001,11,3.591,"[45.5, 36.4, 9.1, 9.1, None, None, None, None, None, None, None, None, None, None, None]"
4591,Nonlinear Optimization I,L&S,266,726,001,21,3.2,"[14.3, 33.3, 28.6, 14.3, 4.8, None, None, 4.8, None, None, None, None, None, None, None]"
4592,Convex Analysis,L&S,266,727,001,6,3.75,"[83.3, None, None, 16.7, None, None, None, None, None, None, None, None, None, None, None]"
4593,Advanced Operating Systems,L&S,266,736,001,19,3.789,"[73.7, 10.5, 15.8, None, None, None, None, None, None, None, None, None, None, None, None]"
4594,Distributed Systems,L&S,266,739,001,42,3.75,"[64.3, 21.4, 14.3, None, None, None, None, None, None, None, None, None, None, None, None]"
4595,Adv Computer Architecture I,L&S,266,752,001,10,3.667,"[20.0, 40.0, None, None, None, None, None, None, None, None, None, None, 40.0, None, None]"
4596,Computer-Aided Desgn-VLSI,L&S,266,756,001,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4597,HPC for Apps in Engr,L&S,266,759,001,21,3.974,"[85.7, 4.8, None, None, None, None, None, 9.5, None, None, None, None, None, None, None]"
4598,Machine Learning,L&S,266,760,001,68,3.699,"[63.2, 14.7, 20.6, 1.5, None, None, None, None, None, None, None, None, None, None, None]"
4599,Topics-Database Mgt Systems,L&S,266,764,001,40,3.65,"[50.0, 30.0, 20.0, None, None, None, None, None, None, None, None, None, None, None, None]"
4600,Comp Mthds for Med Image Anlys,L&S,266,767,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4601,Human-Computer Interaction,L&S,266,770,001,40,3.713,"[52.5, 37.5, 10.0, None, None, None, None, None, None, None, None, None, None, None, None]"
4602,Data Models and Languages,L&S,266,784,001,45,3.711,"[53.3, 35.6, 11.1, None, None, None, None, None, None, None, None, None, None, None, None]"
4603,Advanced Algorithms,L&S,266,787,001,36,3.653,"[52.8, 27.8, 16.7, 2.8, None, None, None, None, None, None, None, None, None, None, None]"
4604,Advanced Algorithms,L&S,266,790,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4605,Advanced Algorithms,L&S,266,790,013,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4606,Advanced Algorithms,L&S,266,790,018,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4607,Advanced Algorithms,L&S,266,790,029,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4608,Advanced Algorithms,L&S,266,790,080,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4609,Advanced Algorithms,L&S,266,790,090,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4610,Master's Thesis,L&S,266,799,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4611,Master's Thesis,L&S,266,799,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4612,Master's Thesis,L&S,266,799,004,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4613,Master's Thesis,L&S,266,799,005,12,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4614,Master's Thesis,L&S,266,799,006,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4615,Master's Thesis,L&S,266,799,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4616,Master's Thesis,L&S,266,799,008,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4617,Master's Thesis,L&S,266,799,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4618,Master's Thesis,L&S,266,799,012,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4619,Master's Thesis,L&S,266,799,013,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4620,Master's Thesis,L&S,266,799,018,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4621,COMPUTER SCIENCES,L&S,266,799,020,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4622,COMPUTER SCIENCES,L&S,266,799,021,11,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4623,COMPUTER SCIENCES,L&S,266,799,022,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4624,COMPUTER SCIENCES,L&S,266,799,023,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4625,COMPUTER SCIENCES,L&S,266,799,028,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4626,COMPUTER SCIENCES,L&S,266,799,029,12,,"[None, None, None, None, None, None, None, 91.7, 8.3, None, None, None, None, None, None]"
4627,COMPUTER SCIENCES,L&S,266,799,032,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4628,COMPUTER SCIENCES,L&S,266,799,033,11,,"[None, None, None, None, None, None, None, 90.9, None, None, None, None, 9.1, None, None]"
4629,COMPUTER SCIENCES,L&S,266,799,034,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4630,COMPUTER SCIENCES,L&S,266,799,035,10,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4631,COMPUTER SCIENCES,L&S,266,799,040,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4632,COMPUTER SCIENCES,L&S,266,799,061,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4633,COMPUTER SCIENCES,L&S,266,799,076,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4634,COMPUTER SCIENCES,L&S,266,799,082,8,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4635,COMPUTER SCIENCES,L&S,266,799,085,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4636,COMPUTER SCIENCES,L&S,266,799,086,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4637,COMPUTER SCIENCES,L&S,266,799,090,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4638,COMPUTER SCIENCES,L&S,266,799,091,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4639,COMPUTER SCIENCES,L&S,266,799,095,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4640,COMPUTER SCIENCES,L&S,266,799,097,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4641,COMPUTER SCIENCES,L&S,266,799,101,6,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4642,COMPUTER SCIENCES,L&S,266,799,111,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4643,COMPUTER SCIENCES,L&S,266,799,112,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4644,COMPUTER SCIENCES,L&S,266,799,120,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4645,COMPUTER SCIENCES,L&S,266,799,124,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4646,COMPUTER SCIENCES,L&S,266,799,127,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4647,Master's Research,L&S,266,838,001,9,3.813,"[55.6, 33.3, None, None, None, None, None, None, None, None, None, None, 11.1, None, None]"
4648,Master's Research,L&S,266,838,002,9,3.375,"[33.3, 33.3, None, 11.1, 11.1, None, None, 11.1, None, None, None, None, None, None, None]"
4649,Master's Research,L&S,266,838,003,59,3.678,"[50.8, 33.9, 15.3, None, None, None, None, None, None, None, None, None, None, None, None]"
4650,Topics in Computing,L&S,266,899,003,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4651,Topics in Computing,L&S,266,899,005,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4652,Topics in Computing,L&S,266,899,007,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4653,Topics in Computing,L&S,266,899,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4654,Topics in Computing,L&S,266,899,010,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4655,Topics in Computing,L&S,266,899,012,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4656,Topics in Computing,L&S,266,899,013,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4657,Topics in Computing,L&S,266,899,019,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4658,Topics in Computing,L&S,266,899,020,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4659,Topics in Computing,L&S,266,899,021,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4660,Topics in Computing,L&S,266,899,022,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4661,Topics in Computing,L&S,266,899,023,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4662,Topics in Computing,L&S,266,899,024,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4663,Topics in Computing,L&S,266,899,028,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4664,Topics in Computing,L&S,266,899,029,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4665,COMPUTER SCIENCES,L&S,266,899,033,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4666,COMPUTER SCIENCES,L&S,266,899,034,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4667,COMPUTER SCIENCES,L&S,266,899,035,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4668,COMPUTER SCIENCES,L&S,266,899,082,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4669,COMPUTER SCIENCES,L&S,266,899,085,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4670,COMPUTER SCIENCES,L&S,266,899,090,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4671,COMPUTER SCIENCES,L&S,266,899,095,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4672,COMPUTER SCIENCES,L&S,266,899,111,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4673,Pre-Dissertator Research,L&S,266,900,001,34,4.0,"[100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4674,Pre-Dissertator Research,L&S,266,900,002,9,,"[None, None, None, None, None, None, None, 100.0, None, None, None, None, None, None, None]"
4675,Computn&Informatcs in Biol&Med,L&S,266,915,001,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4676,Computn&Informatcs in Biol&Med,L&S,266,990,002,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4677,Computn&Informatcs in Biol&Med,L&S,266,990,005,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4678,Computn&Informatcs in Biol&Med,L&S,266,990,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4679,Computn&Informatcs in Biol&Med,L&S,266,990,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4680,Computn&Informatcs in Biol&Med,L&S,266,990,008,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4681,Computn&Informatcs in Biol&Med,L&S,266,990,010,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4682,Computn&Informatcs in Biol&Med,L&S,266,990,012,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4683,Computn&Informatcs in Biol&Med,L&S,266,990,013,4,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4684,Computn&Informatcs in Biol&Med,L&S,266,990,015,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4685,Computn&Informatcs in Biol&Med,L&S,266,990,018,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4686,Computn&Informatcs in Biol&Med,L&S,266,990,019,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4687,Computn&Informatcs in Biol&Med,L&S,266,990,020,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4688,Computn&Informatcs in Biol&Med,L&S,266,990,021,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4689,Computn&Informatcs in Biol&Med,L&S,266,990,025,5,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4690,Computn&Informatcs in Biol&Med,L&S,266,990,029,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4691,Computn&Informatcs in Biol&Med,L&S,266,990,030,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4692,Computn&Informatcs in Biol&Med,L&S,266,990,032,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4693,Computn&Informatcs in Biol&Med,L&S,266,990,033,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4694,Computn&Informatcs in Biol&Med,L&S,266,990,034,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4695,Computn&Informatcs in Biol&Med,L&S,266,990,035,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4696,Computn&Informatcs in Biol&Med,L&S,266,990,076,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4697,Computn&Informatcs in Biol&Med,L&S,266,990,085,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4698,Computn&Informatcs in Biol&Med,L&S,266,990,086,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4699,Computn&Informatcs in Biol&Med,L&S,266,990,090,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4700,Computn&Informatcs in Biol&Med,L&S,266,990,091,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4701,Computn&Informatcs in Biol&Med,L&S,266,990,095,2,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4702,Computn&Informatcs in Biol&Med,L&S,266,990,101,3,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4703,Dissertation,L&S,266,999,006,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4704,Dissertation,L&S,266,999,007,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4705,Dissertation,L&S,266,999,085,1,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
4706,First Semester Chinese,L&S,295,101,001,62,3.639,"[67.7, 16.1, 6.5, None, 3.2, 4.8, None, None, 1.6, None, None, None, None, None, None]"
4707,First Semester Chinese,L&S,295,103,001,53,3.708,"[69.8, 13.2, 7.5, 7.5, 1.9, None, None, None, None, None, None, None, None, None, None]"
4708,First Semester Chinese,L&S,295,103,002,47,3.734,"[66.0, 21.3, 8.5, 2.1, 2.1, None, None, None, None, None, None, None, None, None, None]"
